Superkingdom,Phylum,Class,Order,Family,Genus,Species,Name,ti,species_100_abundance_10000000_dominance_1_A10000000_R75,species_100_abundance_10000000_dominance_1_A10000000_R150,species_100_abundance_10000000_dominance_1_A10000000_R300,species_100_abundance_10000000_dominance_1_A10000000_R1000
Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter radioresistens,Acinetobacter radioresistens,54,2,1,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira restricta,Azospira restricta,196,5,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas indoloxydans,Pseudomonas indoloxydans,1662,1,0,1,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,Anoxybacillus thermarum,Anoxybacillus thermarum,145,64,0,0,0
Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus bromii,Ruminococcus bromii,1798,2,0,0,0
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,Sneathia sanguinegens,Sneathia sanguinegens,1868,2,1,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia orbicola,Burkholderia orbicola,381,2,7,6,0
Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,Brucella cytisi,Brucella cytisi,363,13,16,12,0
Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus gorbachii,Peptoniphilus gorbachii,1531,1,4,0,0
Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus murdochii,Anaerococcus murdochii,126,87,26,0,36
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Priestia,Priestia aryabhattai,Priestia aryabhattai,1600,10,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,Cronobacter turicensis,617,3101,1219,569,252
Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus donghaensis,Planococcus donghaensis,1575,0,2,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia caballeronis,Paraburkholderia caballeronis,1445,1,16,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia lycopersici,Paraburkholderia lycopersici,1469,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Methylibium,Methylibium petroleiphilum,Methylibium petroleiphilum,1247,3,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia bryophila,Paraburkholderia bryophila,1444,18,5,0,0
Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides terrigena,Nocardioides terrigena,1343,0,4,14,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Alkalibacterium,Alkalibacterium putridalgicola,Alkalibacterium putridalgicola,106,0,4,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Alkalihalobacterium,Alkalihalobacterium alkalinitrilicum,Alkalihalobacterium alkalinitrilicum,107,62,0,1,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas panipatensis,Pseudomonas panipatensis,1681,0,2,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia humptydooensis,Burkholderia humptydooensis,377,1,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,Trichococcus pasteurii,Trichococcus pasteurii,2135,0,3,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Roseateles,Roseateles puraquae,Roseateles puraquae,1773,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Roseateles,Roseateles aquatilis,Roseateles aquatilis,1771,6,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,Porphyromonas gingivalis,1593,44740,45672,45411,45738
Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sediminis,Nocardioides sediminis,1342,0,0,6,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pseudacidovorax,Pseudacidovorax intermedius,Pseudacidovorax intermedius,1609,16,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc holzapfelii,Leuconostoc holzapfelii,1077,40,27,34,44
Bacteria,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma mycoides,Mycoplasma mycoides,1291,0,19,10,6
Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptacidiphilus,Streptacidiphilus jeojiense,Streptacidiphilus jeojiense,1944,2,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax boronicumulans,Variovorax boronicumulans,2169,991,622,275,158
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus parviboronicapiens,Lysinibacillus parviboronicapiens,1178,0,97,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter oleivorans,Acinetobacter oleivorans,48,87,72,48,12
Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidomonas,Acidomonas methanolica,Acidomonas methanolica,23,1,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium amycolatum,Corynebacterium amycolatum,522,5,0,2,0
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium propinquum,Corynebacterium propinquum,576,102,55,56,54
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium striatum,Corynebacterium striatum,592,498,520,430,382
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium urealyticum,Corynebacterium urealyticum,601,37249,37273,37278,36392
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas marincola,Pseudomonas marincola,1673,0,3,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus henryi,Streptococcus henryi,1977,64,82,76,62
Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas bivalvium,Aeromonas bivalvium,88,0,23,15,10
Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus cecorum,Enterococcus cecorum,741,3,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,Thauera aromatica,Thauera aromatica,2104,1,0,1,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas perforans,Xanthomonas perforans,2216,2,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea thiooxydans,Pandoraea thiooxydans,1415,1,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella hackeliae,Legionella hackeliae,1059,1,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Luteimonas aquatica,Luteimonas aquatica,1169,2,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,NA,Aquabacterium,Aquabacterium fontiphilum,Aquabacterium fontiphilum,150,1,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Kitasatospora,Kitasatospora setae,Kitasatospora setae,936,2,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,NA,Rivibacter,Rivibacter subsaxonicus,Rivibacter subsaxonicus,1760,4,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus pasteuri,Staphylococcus pasteuri,1928,0,2,0,0
Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium nodulans,Methylobacterium nodulans,1252,2,1,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella adiacens,Granulicatella adiacens,855,14,9,2,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,Abiotrophia defectiva,1,1,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus chromogenes,Staphylococcus chromogenes,1909,1,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus felis,Staphylococcus felis,1920,2,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella bronchialis,Bordetella bronchialis,335,1,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Nocardiopsis quinghaiensis,Nocardiopsis quinghaiensis,1344,119,105,10,0
Bacteria,Bacillota,Tissierellia,NA,NA,Ezakiella,Ezakiella coagulans,Ezakiella coagulans,776,6,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter septicus,Acinetobacter septicus,59,117,106,2,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia tasmaniensis,Erwinia tasmaniensis,761,5,1,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Bruguierivoracaceae,Biostraticola,Biostraticola tofi,Biostraticola tofi,331,0,4,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas mucidolens,Pseudomonas mucidolens,1675,2,0,0,0
Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus alpinitundrae,Deinococcus alpinitundrae,658,15,16,3,0
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium gonidiaformans,Fusobacterium gonidiaformans,818,41,39,47,32
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum,Fusobacterium mortiferum,822,2,2,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,Acinetobacter baumannii,30,16625,16614,17163,17324
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium angelicum,Mycobacterium angelicum,1286,6,2,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea anthophila,Pantoea anthophila,1419,5,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea deleyi,Pantoea deleyi,1425,1,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea eucalypti,Pantoea eucalypti,1427,2,0,2,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea vagans,Pantoea vagans,1433,2,3,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus,Acinetobacter calcoaceticus,35,31,11,10,6
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia timonae,Massilia timonae,1222,2,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea eucrina,Pantoea eucrina,1428,5,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea brenneri,Pantoea brenneri,1421,510,513,532,536
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea septica,Pantoea septica,1431,19,4,9,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea conspicua,Pantoea conspicua,1423,8,3,0,2
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Anaerobacillus,Anaerobacillus alkalidiazotrophicus,Anaerobacillus alkalidiazotrophicus,119,105,3,0,0
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Tsukamurellaceae,Tsukamurella,Tsukamurella pulmonis,Tsukamurella pulmonis,2141,2,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium dentium,Bifidobacterium dentium,284,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga pseudoflava,Hydrogenophaga pseudoflava,905,1,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus castaneae,Paenibacillus castaneae,1384,10,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus,Aneurinibacillus migulanus,Aneurinibacillus migulanus,141,2,2,2,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella lacunata,Moraxella lacunata,1278,4,0,2,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,Lacticaseibacillus rhamnosus,988,43760,45589,46540,46592
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter arsenitoxydans,Achromobacter arsenitoxydans,7,2,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus crispatus,Lactobacillus crispatus,1011,1,6,0,2
Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella nonliquefaciens,Moraxella nonliquefaciens,1279,17,8,2,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas synxantha,Pseudomonas synxantha,1692,1,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas luteola,Pseudomonas luteola,1672,6,5,4,8
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia fonticola,Serratia fonticola,1832,2,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax delafieldii,Acidovorax delafieldii,24,1,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella catarrhalis,Moraxella catarrhalis,1277,6,3,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus argentinicus,Pediococcus argentinicus,1518,3,4,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Tatumella,Tatumella saanichensis,Tatumella saanichensis,2088,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria cinerea,Neisseria cinerea,1300,4963,3651,2598,1562
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus inaquosorum,Bacillus inaquosorum,216,63,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria flavescens,Neisseria flavescens,1304,2177,2032,1628,1044
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria gonorrhoeae,Neisseria gonorrhoeae,1305,17380,12116,9504,6580
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas vlassakiae,Pseudomonas vlassakiae,1700,10,8,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria lactamica,Neisseria lactamica,1307,10922,9903,7225,4680
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis,1309,219274,218682,217740,211984
Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter soli,Acinetobacter soli,61,0,1,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria mucosa,Neisseria mucosa,1310,511,314,246,52
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia latens,Burkholderia latens,378,3,2,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia contaminans,Burkholderia contaminans,371,2,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia metallica,Burkholderia metallica,379,4,1,0,14
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia seminalis,Burkholderia seminalis,390,0,3,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia diffusa,Burkholderia diffusa,372,16,11,2,0
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria polysaccharea,Neisseria polysaccharea,1312,15271,15721,11995,9118
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas chengduensis,Pseudomonas chengduensis,1648,97,77,84,110
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria sicca,Neisseria sicca,1314,930,388,366,114
Bacteria,Pseudomonadota,Gammaproteobacteria,Nevskiales,Nevskiaceae,Hydrocarboniphaga,Hydrocarboniphaga daqingensis,Hydrocarboniphaga daqingensis,895,2,0,0,0
Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema pallidum,Treponema pallidum,2130,84604,84393,84368,84926
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria animalis,Neisseria animalis,1294,5,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus thiaminolyticus,Paenibacillus thiaminolyticus,1394,2,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria canis,Neisseria canis,1298,1,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Falsibacillus,Falsibacillus pallidus,Falsibacillus pallidus,782,0,2,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Bergeriella,Bergeriella denitrificans,Bergeriella denitrificans,257,5,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria elongata,Neisseria elongata,1303,215,157,120,72
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia oryzae,Kosakonia oryzae,962,0,8,9,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,Dyella marensis,Dyella marensis,695,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,Kingella denitrificans,Kingella denitrificans,929,240,169,150,122
Bacteria,Myxococcota,NA,Haliangiales,Kofleriaceae,Haliangium,Haliangium ochraceum,Haliangium ochraceum,872,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter ginsenosidimutans,Ramlibacter ginsenosidimutans,1738,2,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Gemellaceae,Gemella,Gemella asaccharolytica,Gemella asaccharolytica,833,43,18,20,36
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,Kingella oralis,Kingella oralis,932,5,3,4,16
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus taiwanensis,Lactobacillus taiwanensis,1027,4,8,6,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus porcinus,Actinobacillus porcinus,70,0,0,4,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus indolicus,Actinobacillus indolicus,68,2,3,2,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus delphinicola,Actinobacillus delphinicola,67,0,2,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus camelliae,Paenibacillus camelliae,1383,2,10,6,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Kluyvera ascorbata,Kluyvera ascorbata,951,12,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Ideonella,Ideonella azotifigens,Ideonella azotifigens,908,1,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lapidilactobacillus,Lapidilactobacillus dextrinicus,Lapidilactobacillus dextrinicus,1052,2,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pigmentiphaga,Pigmentiphaga litoralis,Pigmentiphaga litoralis,1570,2,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium angulatum,Bifidobacterium angulatum,262,4,2,1,0
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium mongoliense,Bifidobacterium mongoliense,300,37,29,10,4
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella parapertussis,Bordetella parapertussis,336,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquitalea,Aquitalea denitrificans,Aquitalea denitrificans,159,1,0,0,0
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Streptobacillus,Streptobacillus moniliformis,Streptobacillus moniliformis,1945,20,1,0,2
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella pertussis,Bordetella pertussis,337,1,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus rostri,Staphylococcus rostri,1931,1,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gallinarum,Lactobacillus gallinarum,1013,66,61,47,6
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Sphaerotilus,Sphaerotilus montanus,Sphaerotilus montanus,1878,3,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Gleimia,Gleimia coleocanis,Gleimia coleocanis,845,1,4,0,0
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium lipophiloflavum,Corynebacterium lipophiloflavum,563,17,10,2,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus antri,Limosilactobacillus antri,1118,41,15,15,6
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus paragasseri,Lactobacillus paragasseri,1024,1,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus pseudomycoides,Bacillus pseudomycoides,233,53,81,129,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,Bacillus thuringiensis,243,2449,1973,2217,1580
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces slackii,Actinomyces slackii,79,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chitinibacteraceae,Chitinilyticum,Chitinilyticum litopenaei,Chitinilyticum litopenaei,442,1,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria marthii,Listeria marthii,1151,99,38,76,12
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus delphini,Staphylococcus delphini,1914,27,3,1,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas asplenii,Pseudomonas asplenii,1637,1,1,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas citronellolis,Pseudomonas citronellolis,1650,12,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Lonepinella,Lonepinella koalarum,Lonepinella koalarum,1164,1,0,0,0
Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium callanderi,Eubacterium callanderi,773,217723,217780,218243,218330
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus lindneri,Fructilactobacillus lindneri,812,3,2,1,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,Lacticaseibacillus paracasei,987,65,45,29,12
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella,Eikenella corrodens,Eikenella corrodens,707,52,44,29,28
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter mori,Enterobacter mori,728,708,682,792,856
Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus harei,Peptoniphilus harei,1533,0,0,2,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus parvulus,Pediococcus parvulus,1520,22,3,1,4
