"superkingdom","phylum","class","order","family","genus","species","taxid","nb","tax_abundance","sample"
"Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Harryflintia","Harryflintia acetispora",1849041,1,0.0186888821164156,"healthy_stool_500_10"
"Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Harryflintia","Harryflintia acetispora",1849041,1,0.211510908671232,"healthy_stool_500_50"
"Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Harryflintia","Harryflintia acetispora",1849041,1,0.2,"healthy_stool_500_100"
"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces oris",544580,1,0.00173689183631473,"healthy_stool_500_1"
"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces oris",544580,1,0.0181831166748682,"healthy_stool_500_10"
"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces oris",544580,1,0.205786922215016,"healthy_stool_500_50"
"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces oris",544580,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Dialister","Dialister micraerophilus",309120,1,0.00172908176896229,"healthy_stool_500_1"
"Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Dialister","Dialister micraerophilus",309120,1,0.0181013548961904,"healthy_stool_500_10"
"Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Dialister","Dialister micraerophilus",309120,1,0.204861585536504,"healthy_stool_500_50"
"Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Dialister","Dialister micraerophilus",309120,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Hallella","Hallella bergensis",242750,1,0.00166131068231923,"healthy_stool_500_1"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Hallella","Hallella bergensis",242750,1,0.0173918751520585,"healthy_stool_500_10"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Hallella","Hallella bergensis",242750,1,0.196832068070964,"healthy_stool_500_50"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Hallella","Hallella bergensis",242750,1,0.2,"healthy_stool_500_100"
"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Lawsonellaceae","Lawsonella","Lawsonella clevelandensis",1528099,1,0.00163699410575744,"healthy_stool_500_1"
"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Lawsonellaceae","Lawsonella","Lawsonella clevelandensis",1528099,1,0.0171373105674874,"healthy_stool_500_10"
"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Lawsonellaceae","Lawsonella","Lawsonella clevelandensis",1528099,1,0.193951040395646,"healthy_stool_500_50"
"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Lawsonellaceae","Lawsonella","Lawsonella clevelandensis",1528099,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Clostridia","Peptostreptococcales","Anaerovoracaceae","Mogibacterium","Mogibacterium diversum",114527,1,0.00162831539139062,"healthy_stool_500_1"
"Bacteria","Bacillota","Clostridia","Peptostreptococcales","Anaerovoracaceae","Mogibacterium","Mogibacterium diversum",114527,1,0.0170464551252427,"healthy_stool_500_10"
"Bacteria","Bacillota","Clostridia","Peptostreptococcales","Anaerovoracaceae","Mogibacterium","Mogibacterium diversum",114527,1,0.192922786430148,"healthy_stool_500_50"
"Bacteria","Bacillota","Clostridia","Peptostreptococcales","Anaerovoracaceae","Mogibacterium","Mogibacterium diversum",114527,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Parvimonas","Parvimonas micra",33033,1,0.00161528014633437,"healthy_stool_500_1"
"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Parvimonas","Parvimonas micra",33033,1,0.0169099921764351,"healthy_stool_500_10"
"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Parvimonas","Parvimonas micra",33033,1,0.191378370765132,"healthy_stool_500_50"
"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Parvimonas","Parvimonas micra",33033,1,0.2,"healthy_stool_500_100"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Plesiomonas","Plesiomonas shigelloides",703,1,0.00161157620887385,"healthy_stool_500_1"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Plesiomonas","Plesiomonas shigelloides",703,1,0.0168712165166082,"healthy_stool_500_10"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Plesiomonas","Plesiomonas shigelloides",703,1,0.190939528302901,"healthy_stool_500_50"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Plesiomonas","Plesiomonas shigelloides",703,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Bacilli","Bacillales","Gemellaceae","Gemelliphila","Gemelliphila asaccharolytica",502393,1,0.00160493504789917,"healthy_stool_500_1"
"Bacteria","Bacillota","Bacilli","Bacillales","Gemellaceae","Gemelliphila","Gemelliphila asaccharolytica",502393,1,0.0168016917469395,"healthy_stool_500_10"
"Bacteria","Bacillota","Bacilli","Bacillales","Gemellaceae","Gemelliphila","Gemelliphila asaccharolytica",502393,1,0.190152683636848,"healthy_stool_500_50"
"Bacteria","Bacillota","Bacilli","Bacillales","Gemellaceae","Gemelliphila","Gemelliphila asaccharolytica",502393,1,0.2,"healthy_stool_500_100"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","Haemophilus pittmaniae",249188,1,0.00159155744069057,"healthy_stool_500_1"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","Haemophilus pittmaniae",249188,1,0.0166616446883843,"healthy_stool_500_10"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","Haemophilus pittmaniae",249188,1,0.188567704908466,"healthy_stool_500_50"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","Haemophilus pittmaniae",249188,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia coccoides",1532,1,0.0015579981939835,"healthy_stool_500_1"
"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia coccoides",1532,1,0.0163103207396863,"healthy_stool_500_10"
"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia coccoides",1532,1,0.184591605794341,"healthy_stool_500_50"
"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia coccoides",1532,1,0.2,"healthy_stool_500_100"
"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Varibaculum","Varibaculum cambriense",184870,1,0.00154071610708274,"healthy_stool_500_1"
"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Varibaculum","Varibaculum cambriense",184870,1,0.0161293985913224,"healthy_stool_500_10"
"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Varibaculum","Varibaculum cambriense",184870,1,0.182544024362727,"healthy_stool_500_50"
"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Varibaculum","Varibaculum cambriense",184870,1,0.2,"healthy_stool_500_100"
"Bacteria","Mycoplasmatota",NA,"Mycoplasmoidales","Mycoplasmoidaceae","Ureaplasma","Ureaplasma parvum",134821,1,0.00153492475766421,"healthy_stool_500_1"
"Bacteria","Mycoplasmatota",NA,"Mycoplasmoidales","Mycoplasmoidaceae","Ureaplasma","Ureaplasma parvum",134821,1,0.0160687703011892,"healthy_stool_500_10"
"Bacteria","Mycoplasmatota",NA,"Mycoplasmoidales","Mycoplasmoidaceae","Ureaplasma","Ureaplasma parvum",134821,1,0.181857865358814,"healthy_stool_500_50"
"Bacteria","Mycoplasmatota",NA,"Mycoplasmoidales","Mycoplasmoidaceae","Ureaplasma","Ureaplasma parvum",134821,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus infantis",68892,1,0.00152387831540235,"healthy_stool_500_1"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus infantis",68892,1,0.0159531276662881,"healthy_stool_500_10"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus infantis",68892,1,0.180549083023054,"healthy_stool_500_50"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus infantis",68892,1,0.2,"healthy_stool_500_100"
"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium gonidiaformans",849,1,0.0015062339229229,"healthy_stool_500_1"
"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium gonidiaformans",849,1,0.0157684126250846,"healthy_stool_500_10"
"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium gonidiaformans",849,1,0.178458575631181,"healthy_stool_500_50"
"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium gonidiaformans",849,1,0.2,"healthy_stool_500_100"
"Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Aeriscardovia","Aeriscardovia aeriphila",218139,1,0.00149619794759612,"healthy_stool_500_1"
"Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Aeriscardovia","Aeriscardovia aeriphila",218139,1,0.0156633483335164,"healthy_stool_500_10"
"Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Aeriscardovia","Aeriscardovia aeriphila",218139,1,0.17726951340477,"healthy_stool_500_50"
"Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Aeriscardovia","Aeriscardovia aeriphila",218139,1,0.2,"healthy_stool_500_100"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Hafniaceae","Hafnia","Hafnia paralvei",546367,1,0.00149485952209439,"healthy_stool_500_1"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Hafniaceae","Hafnia","Hafnia paralvei",546367,1,0.0156493366682245,"healthy_stool_500_10"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Hafniaceae","Hafnia","Hafnia paralvei",546367,1,0.177110936768702,"healthy_stool_500_50"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Hafniaceae","Hafnia","Hafnia paralvei",546367,1,0.2,"healthy_stool_500_100"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter mori",539813,1,0.00148132015153872,"healthy_stool_500_1"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter mori",539813,1,0.0155075961468112,"healthy_stool_500_10"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter mori",539813,1,0.175506792321061,"healthy_stool_500_50"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter mori",539813,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus crispatus",47770,1,0.0014717971654564,"healthy_stool_500_1"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus crispatus",47770,1,0.0154079022203342,"healthy_stool_500_10"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus crispatus",47770,1,0.174378509053672,"healthy_stool_500_50"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus crispatus",47770,1,0.2,"healthy_stool_500_100"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kosakonia","Kosakonia cowanii",208223,1,0.00142917252350494,"healthy_stool_500_1"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kosakonia","Kosakonia cowanii",208223,1,0.0149616747572169,"healthy_stool_500_10"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kosakonia","Kosakonia cowanii",208223,1,0.169328342028695,"healthy_stool_500_50"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kosakonia","Kosakonia cowanii",208223,1,0.2,"healthy_stool_500_100"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter bugandensis",881260,1,0.00142550847289712,"healthy_stool_500_1"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter bugandensis",881260,1,0.0149233166635742,"healthy_stool_500_10"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter bugandensis",881260,1,0.168894225360254,"healthy_stool_500_50"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter bugandensis",881260,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Sanguibacteroides","Sanguibacteroides justesenii",1547597,1,0.00142526361194026,"healthy_stool_500_1"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Sanguibacteroides","Sanguibacteroides justesenii",1547597,1,0.0149207532711656,"healthy_stool_500_10"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Sanguibacteroides","Sanguibacteroides justesenii",1547597,1,0.168865214237265,"healthy_stool_500_50"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Sanguibacteroides","Sanguibacteroides justesenii",1547597,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium celatum",36834,1,0.00142357063663674,"healthy_stool_500_1"
"Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium celatum",36834,1,0.0149030299064586,"healthy_stool_500_10"
"Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium celatum",36834,1,0.168664630545285,"healthy_stool_500_50"
"Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium celatum",36834,1,0.2,"healthy_stool_500_100"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Morganella","Morganella morganii",582,1,0.00141061073341337,"healthy_stool_500_1"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Morganella","Morganella morganii",582,1,0.0147673556937768,"healthy_stool_500_10"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Morganella","Morganella morganii",582,1,0.16712914137965,"healthy_stool_500_50"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Morganella","Morganella morganii",582,1,0.2,"healthy_stool_500_100"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Raoultella","Raoultella ornithinolytica",54291,1,0.00140577666845966,"healthy_stool_500_1"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Raoultella","Raoultella ornithinolytica",54291,1,0.0147167489920643,"healthy_stool_500_10"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Raoultella","Raoultella ornithinolytica",54291,1,0.166556401426699,"healthy_stool_500_50"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Raoultella","Raoultella ornithinolytica",54291,1,0.2,"healthy_stool_500_100"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter portucalensis",1639133,1,0.0013922915883424,"healthy_stool_500_1"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter portucalensis",1639133,1,0.0145755768246239,"healthy_stool_500_10"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter portucalensis",1639133,1,0.164958689309494,"healthy_stool_500_50"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter portucalensis",1639133,1,0.2,"healthy_stool_500_100"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter braakii",57706,1,0.00138915825446912,"healthy_stool_500_1"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter braakii",57706,1,0.0145427746810431,"healthy_stool_500_10"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter braakii",57706,1,0.164587451952871,"healthy_stool_500_50"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter braakii",57706,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus lactolyticus",33032,1,0.0013272040005116,"healthy_stool_500_1"
"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus lactolyticus",33032,1,0.0138941900054399,"healthy_stool_500_10"
"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus lactolyticus",33032,1,0.157247112748389,"healthy_stool_500_50"
"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus lactolyticus",33032,1,0.2,"healthy_stool_500_100"
"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium pyruviciproducens",598660,1,0.00125495561465288,"healthy_stool_500_1"
"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium pyruviciproducens",598660,1,0.0131378384571319,"healthy_stool_500_10"
"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium pyruviciproducens",598660,1,0.14868712492991,"healthy_stool_500_50"
"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium pyruviciproducens",598660,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus sobrinus",1310,1,0.00124062737078824,"healthy_stool_500_1"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus sobrinus",1310,1,0.01298783940452,"healthy_stool_500_10"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus sobrinus",1310,1,0.146989514782864,"healthy_stool_500_50"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus sobrinus",1310,1,0.2,"healthy_stool_500_100"
"Archaea","Methanobacteriota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","Methanobrevibacter woesei",190976,1,0.00122459396397065,"healthy_stool_500_1"
"Archaea","Methanobacteriota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","Methanobrevibacter woesei",190976,1,0.0128199893975337,"healthy_stool_500_10"
"Archaea","Methanobacteriota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","Methanobrevibacter woesei",190976,1,0.145089876951291,"healthy_stool_500_50"
"Archaea","Methanobacteriota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","Methanobrevibacter woesei",190976,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Negativicutes","Selenomonadales","Selenomonadaceae","Megamonas","Megamonas rupellensis",491921,1,0.00117835180607285,"healthy_stool_500_1"
"Bacteria","Bacillota","Negativicutes","Selenomonadales","Selenomonadaceae","Megamonas","Megamonas rupellensis",491921,1,0.0123358910013219,"healthy_stool_500_10"
"Bacteria","Bacillota","Negativicutes","Selenomonadales","Selenomonadaceae","Megamonas","Megamonas rupellensis",491921,1,0.139611106683961,"healthy_stool_500_50"
"Bacteria","Bacillota","Negativicutes","Selenomonadales","Selenomonadaceae","Megamonas","Megamonas rupellensis",491921,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus hydrogenalis",33029,1,0.00117242639251052,"healthy_stool_500_1"
"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus hydrogenalis",33029,1,0.0122738592248473,"healthy_stool_500_10"
"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus hydrogenalis",33029,1,0.138909063762031,"healthy_stool_500_50"
"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus hydrogenalis",33029,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Clostridia","Christensenellales","Christensenellaceae","Christensenella","Christensenella minuta",626937,1,0.00116275937057123,"healthy_stool_500_1"
"Bacteria","Bacillota","Clostridia","Christensenellales","Christensenellaceae","Christensenella","Christensenella minuta",626937,1,0.0121726574204831,"healthy_stool_500_10"
"Bacteria","Bacillota","Clostridia","Christensenellales","Christensenellaceae","Christensenella","Christensenella minuta",626937,1,0.137763715128179,"healthy_stool_500_50"
"Bacteria","Bacillota","Clostridia","Christensenellales","Christensenellaceae","Christensenella","Christensenella minuta",626937,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus gallinarum",1353,1,0.0011170235541091,"healthy_stool_500_1"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus gallinarum",1353,1,0.0116938597949984,"healthy_stool_500_10"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus gallinarum",1353,1,0.132344936187573,"healthy_stool_500_50"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus gallinarum",1353,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus prevotii",33034,1,0.00111211636325878,"healthy_stool_500_1"
"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus prevotii",33034,1,0.0116424875552816,"healthy_stool_500_10"
"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus prevotii",33034,1,0.131763532279341,"healthy_stool_500_50"
"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus prevotii",33034,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","Pediococcus pentosaceus",1255,1,0.00107958420300875,"healthy_stool_500_1"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","Pediococcus pentosaceus",1255,1,0.0113019159358267,"healthy_stool_500_10"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","Pediococcus pentosaceus",1255,1,0.127909122355311,"healthy_stool_500_50"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","Pediococcus pentosaceus",1255,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus avium",33945,1,0.00107491744124275,"healthy_stool_500_1"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus avium",33945,1,0.0112530606922756,"healthy_stool_500_10"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus avium",33945,1,0.127356204481868,"healthy_stool_500_50"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus avium",33945,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus gallolyticus",315405,1,0.00106383222009632,"healthy_stool_500_1"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus gallolyticus",315405,1,0.011137012090251,"healthy_stool_500_10"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus gallolyticus",315405,1,0.126042827624367,"healthy_stool_500_50"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus gallolyticus",315405,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus durans",53345,1,0.00104864197702609,"healthy_stool_500_1"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus durans",53345,1,0.0109779889684362,"healthy_stool_500_10"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus durans",53345,1,0.124243087822635,"healthy_stool_500_50"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus durans",53345,1,0.2,"healthy_stool_500_100"
"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium avidum",33010,1,0.00103049124311097,"healthy_stool_500_1"
"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium avidum",33010,1,0.0107879731565054,"healthy_stool_500_10"
"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium avidum",33010,1,0.122092589104038,"healthy_stool_500_50"
"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium avidum",33010,1,0.2,"healthy_stool_500_100"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter schindleri",108981,1,0.00102157209965982,"healthy_stool_500_1"
