Superkingdom,Phylum,Class,Order,Family,Genus,Species,Name,ti,Healthy_stool_10_1,Healthy_stool_10_10,Healthy_stool_10_100,Healthy_stool_10_50,Healthy_stool_100_1,Healthy_stool_100_100,Healthy_stool_100_50
NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus warneri,Staphylococcus warneri,2393,2,1,1,1,5,5,3
NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus xylosus,Staphylococcus xylosus,2394,NA,2,NA,2,NA,2,5
NA,Thermoproteota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Staphylothermus,Staphylothermus hellenicus,Staphylothermus hellenicus,2395,NA,NA,NA,1,NA,NA,NA
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Ancylobacter,Ancylobacter novellus,Starkeya novella,2396,9,2,4,7,2,2,3
NA,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Stenotrophomonas,g_Stenotrophomonas,Stenotrophomonas,2397,NA,NA,1,1,NA,NA,1
NA,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Stenotrophomonas,Stenotrophomonas acidaminiphila,Stenotrophomonas acidaminiphila,2398,3,9,5,6,3,4,6
NA,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Stenotrophomonas,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia,2399,20,31,19,16,13,11,12
NA,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Stenotrophomonas,Stenotrophomonas nitritireducens,Stenotrophomonas nitritireducens,2400,6,10,3,3,1,1,5
NA,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Stenotrophomonas,Stenotrophomonas rhizophila,Stenotrophomonas rhizophila,2401,2,10,11,7,2,5,1
NA,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Stenotrophomonas,Stenotrophomonas sp. KCTC 12332,Stenotrophomonas sp. KCTC 12332,2402,5,10,8,2,NA,1,3
NA,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Stenotrophomonas,Stenotrophomonas sp. LM091,Stenotrophomonas sp. LM091,2403,5,7,2,3,3,5,5
NA,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,Steroidobacter denitrificans,Steroidobacter denitrificans,2404,7,2,4,1,5,1,2
NA,Myxococcota,Myxococcia,Myxococcales,Archangiaceae,Stigmatella,Stigmatella aurantiaca,Stigmatella aurantiaca,2405,6,6,9,8,3,2,5
NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Streptobacillus,Streptobacillus moniliformis,Streptobacillus moniliformis,2406,1,1,NA,1,3,8,2
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,Streptococcus agalactiae,2407,1,6,2,3,11,56,15
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus,Streptococcus anginosus,2408,24,63,31,40,21,30,44
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus,Streptococcus constellatus,2409,2,4,2,5,1,11,7
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus cristatus,Streptococcus cristatus,2410,2,1,4,4,NA,2,4
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus dysgalactiae,Streptococcus dysgalactiae,2411,4,NA,1,1,5,4,1
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus equi,Streptococcus equi,2412,1,1,NA,5,3,4,9
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gallolyticus,Streptococcus gallolyticus,2413,13,15,5,4,14,9,16
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gordonii,Streptococcus gordonii,2414,9,3,1,2,11,12,5
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus halotolerans,Streptococcus halotolerans,2415,NA,1,NA,1,1,1,4
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus himalayensis,Streptococcus himalayensis,2416,1,2,2,1,2,1,1
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantarius,Streptococcus infantarius,2417,11,3,10,4,14,11,16
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus iniae,Streptococcus iniae,2418,2,2,NA,1,4,2,3
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus intermedius,Streptococcus intermedius,2419,2,1,2,NA,3,5,4
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus lutetiensis,Streptococcus lutetiensis,2420,3,1,8,2,9,12,17
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus macedonicus,Streptococcus macedonicus,2421,NA,1,1,1,1,4,2
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus marmotae,Streptococcus marmotae,2422,3,6,3,1,7,NA,3
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,Streptococcus mitis,2423,5,7,4,4,7,19,17
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,Streptococcus mutans,2424,5,1,2,2,4,6,4
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis,Streptococcus oralis,2425,2,1,1,1,NA,4,6
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pantholopis,Streptococcus pantholopis,2426,3,6,2,4,5,3,3
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis,Streptococcus parasanguinis,2427,NA,3,NA,1,43,615,156
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parauberis,Streptococcus parauberis,2428,NA,NA,NA,NA,NA,7,1
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pasteurianus,Streptococcus pasteurianus,2429,8,6,2,2,13,12,12
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,Aliceevansviridae,Brussowvirus,Brussowvirus 20617,Streptococcus phage 20617,2430,NA,NA,NA,NA,NA,NA,1
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,Aliceevansviridae,Brussowvirus,Brussowvirus bv2972,Streptococcus phage 2972,2431,NA,NA,NA,NA,NA,NA,1
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,Aliceevansviridae,Brussowvirus,Brussowvirus ALQ132,Streptococcus phage Alq132,2432,NA,NA,NA,NA,NA,1,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,Salasmaviridae,Cepunavirus,Cepunavirus Cp1,Streptococcus phage Cp-1,2433,2,NA,NA,NA,1,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,Aliceevansviridae,Brussowvirus,Brussowvirus bvO1205,Streptococcus phage O1205,2434,NA,NA,NA,NA,NA,1,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,Aliceevansviridae,Brussowvirus,Brussowvirus Sfi11,Streptococcus phage Sfi11,2435,NA,NA,NA,NA,NA,1,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,Aliceevansviridae,Moineauvirus,Moineauvirus Sfi19,Streptococcus phage Sfi19,2436,NA,NA,NA,NA,NA,1,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,Aliceevansviridae,Moineauvirus,Moineauvirus Sfi21,Streptococcus phage Sfi21,2437,NA,NA,NA,NA,NA,1,NA
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,Streptococcus pneumoniae,2438,4,3,3,5,7,12,7
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pseudopneumoniae,Streptococcus pseudopneumoniae,2439,2,4,2,7,2,4,5
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes,Streptococcus pyogenes,2440,4,5,1,4,10,24,20
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,Streptococcus salivarius,2441,7,7,3,2,133,649,511
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis,Streptococcus sanguinis,2442,1,4,2,1,1,6,3
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. A12,Streptococcus sp. A12,2443,NA,1,2,1,2,9,6
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus ilei,Streptococcus sp. I-G2,2444,1,1,1,NA,3,6,3
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus ilei,Streptococcus sp. I-P16,2445,1,3,1,NA,3,10,1
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. oral taxon 431,Streptococcus sp. oral taxon 431,2446,2,NA,2,NA,2,2,1
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,Streptococcus suis,2447,19,24,14,29,37,62,55
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus,Streptococcus thermophilus,2448,7,8,3,1,101,513,382
NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus uberis,Streptococcus uberis,2449,NA,NA,1,NA,NA,2,1
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,g_Streptomyces,Streptomyces,2450,2,6,1,1,3,1,1
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces noursei,Streptomyces albulus,2451,1,4,4,4,3,1,6
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces albus,Streptomyces albus,2452,8,15,20,16,8,7,11
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces ambofaciens,Streptomyces ambofaciens,2453,6,4,4,2,3,5,6
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces avermitilis,Streptomyces avermitilis,2454,4,1,5,6,2,4,2
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces bingchenggensis,Streptomyces bingchenggensis,2455,8,8,7,4,1,6,2
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptantibioticus,Streptantibioticus cattleyicolor,Streptomyces cattleya,2456,2,5,8,11,NA,3,2
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces clavuligerus,Streptomyces clavuligerus,2457,NA,6,7,1,2,2,4
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces coelicolor,Streptomyces coelicolor,2458,3,6,8,10,3,2,6
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces collinus,Streptomyces collinus,2459,8,7,9,7,3,2,1
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces cyaneogriseus,Streptomyces cyaneogriseus,2460,3,7,5,7,1,3,2
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces microflavus,Streptomyces fulvissimus,2461,1,2,1,2,1,3,4
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces glaucescens,Streptomyces glaucescens,2462,4,11,5,12,NA,1,3
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces globisporus,Streptomyces globisporus,2463,4,4,1,7,1,1,3
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces griseochromogenes,Streptomyces griseochromogenes,2464,6,5,6,10,NA,5,4
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces griseus,Streptomyces griseus,2465,NA,3,3,7,2,NA,2
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces hygroscopicus,Streptomyces hygroscopicus,2466,5,7,7,6,4,3,2
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces leeuwenhoekii,Streptomyces leeuwenhoekii,2467,2,6,12,8,1,3,2
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces lincolnensis,Streptomyces lincolnensis,2468,2,6,2,5,1,3,2
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces lividans,Streptomyces lividans,2469,2,5,5,2,2,3,3
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces lydicus,Streptomyces lydicus,2470,17,11,3,9,3,4,7
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces noursei,Streptomyces noursei,2471,2,8,5,6,1,2,7
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces pactum,Streptomyces pactum,2472,3,3,12,6,4,3,7
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces parvulus,Streptomyces parvulus,2473,3,5,7,3,1,NA,1
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Lomovskayavirus,Lomovskayavirus BT1,Streptomyces phage phiBT1,2474,NA,NA,NA,NA,NA,1,NA
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces pratensis,Streptomyces pratensis,2475,2,5,NA,3,3,2,1
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces pristinaespiralis,Streptomyces pristinaespiralis,2476,4,6,5,7,2,5,1
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces puniciscabiei,Streptomyces puniciscabiei,2477,4,4,13,8,2,3,5
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces reticuli,Streptomyces reticuli,2478,6,8,9,11,2,4,5
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces rubrolavendulae,Streptomyces rubrolavendulae,2479,5,6,8,2,1,2,3
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sampsonii,Streptomyces sampsonii,2480,6,7,4,8,NA,7,7
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces scabiei,Streptomyces scabiei,2481,3,2,5,8,3,6,5
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. 4F,Streptomyces sp. 4F,2482,7,10,3,6,1,3,1
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. 769,Streptomyces sp. 769,2483,4,7,8,7,2,8,8
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. CCM_MD2014,Streptomyces sp. CCM_MD2014,2484,3,6,11,7,4,2,6
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. CdTB01,Streptomyces sp. CdTB01,2485,6,4,7,12,4,1,8
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. CFMR 7,Streptomyces sp. CFMR 7,2486,1,7,3,4,1,1,2
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. CNQ-509,Streptomyces sp. CNQ-509,2487,4,4,5,6,NA,1,1
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. Mg1,Streptomyces sp. Mg1,2488,6,4,9,3,3,4,5
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. PAMC 26508,Streptomyces sp. PAMC 26508,2489,4,5,4,1,3,3,5
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. RTd22,Streptomyces sp. RTd22,2490,7,9,12,7,8,3,3
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces qaidamensis,Streptomyces sp. S10(2016),2491,4,5,4,7,4,6,2
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. SAT1,Streptomyces sp. SAT1,2492,3,6,12,9,4,5,7
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. SirexAA-E,Streptomyces sp. SirexAA-E,2493,1,7,10,6,6,1,4
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces venezuelae,Streptomyces venezuelae,2494,1,7,6,3,2,1,5
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces vietnamensis,Streptomyces vietnamensis,2495,8,6,2,7,3,3,1
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces violaceusniger,Streptomyces violaceusniger,2496,3,5,9,8,9,4,5
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces xiamenensis,Streptomyces xiamenensis,2497,3,4,8,4,NA,2,4
NA,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,f_Streptomycetaceae,f_Streptomycetaceae,Streptomycetaceae,2498,NA,1,NA,NA,NA,NA,NA
NA,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Streptosporangium,g_Streptosporangium,Streptosporangium,2499,NA,NA,NA,2,NA,NA,NA
NA,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Streptosporangium,Streptosporangium roseum,Streptosporangium roseum,2500,6,8,7,6,4,7,6
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Traversvirus,Traversvirus II,Stx2 converting phage II,2501,NA,NA,NA,NA,3,2,1
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Traversvirus,Traversvirus tv24B,Stx2 converting phage vB_EcoP_24B,2502,NA,NA,NA,NA,2,1,1
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Pankowvirus,Pankowvirus pv1717,Stx2-converting phage 1717,2503,NA,NA,NA,NA,1,1,1
NA,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Sulfolobus acidocaldarius,2504,NA,1,NA,NA,NA,NA,1
NA,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Saccharolobus,Saccharolobus islandicus,Sulfolobus islandicus,2505,NA,1,NA,NA,1,1,2
NA,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Saccharolobus,Saccharolobus solfataricus,Sulfolobus solfataricus,2506,NA,NA,NA,1,NA,1,2
NA,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfurisphaera,Sulfurisphaera tokodaii,Sulfolobus tokodaii,2507,NA,NA,NA,NA,NA,2,1
NA,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sulfuricellaceae,Sulfuricella,Sulfuricella denitrificans,Sulfuricella denitrificans,2508,2,2,3,5,3,2,4
NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurimonadaceae,Sulfuricurvum,Sulfuricurvum kujiense,Sulfuricurvum kujiense,2509,NA,2,NA,NA,2,1,1
NA,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Sulfurihydrogenibium,Sulfurihydrogenibium azorense,Sulfurihydrogenibium azorense,2510,NA,2,2,1,NA,1,NA
NA,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Sulfurihydrogenibium,Sulfurihydrogenibium sp. YO3AOP1,Sulfurihydrogenibium sp. YO3AOP1,2511,NA,1,1,NA,4,1,2
NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,Sulfurimonas autotrophica,Sulfurimonas autotrophica,2512,NA,NA,1,NA,NA,2,2
NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,Sulfurimonas denitrificans,Sulfurimonas denitrificans,2513,NA,3,1,1,1,1,2
NA,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Sulfuritalea,Sulfuritalea hydrogenivorans,Sulfuritalea hydrogenivorans,2514,6,1,6,16,5,6,6
NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,Sulfurospirillum barnesii,Sulfurospirillum barnesii,2515,NA,NA,NA,1,3,3,1
NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,Sulfurospirillum cavolei,Sulfurospirillum cavolei,2516,1,NA,1,4,2,NA,NA
NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,Sulfurospirillum deleyianum,Sulfurospirillum deleyianum,2517,NA,NA,NA,1,1,NA,1
NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,Sulfurospirillum halorespirans,Sulfurospirillum halorespirans,2518,NA,1,2,NA,4,2,2
NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,Sulfurospirillum multivorans,Sulfurospirillum multivorans,2519,3,1,NA,4,4,1,3
NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,Sulfurospirillum sp. UCH001,Sulfurospirillum sp. UCH001,2520,2,NA,2,NA,1,4,2
NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,Sulfurovum lithotrophicum,Sulfurovum lithotrophicum,2521,3,4,1,4,5,1,1
NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,Sulfurovum sp. NBC37-1,Sulfurovum sp. NBC37-1,2522,2,2,1,1,5,1,4
NA,Bacillota,Clostridia,Eubacteriales,Symbiobacteriaceae,Symbiobacterium,g_Symbiobacterium,Symbiobacterium,2523,NA,NA,NA,1,NA,NA,NA
NA,Bacillota,Clostridia,Eubacteriales,Symbiobacteriaceae,Symbiobacterium,Symbiobacterium thermophilum,Symbiobacterium thermophilum,2524,12,12,12,15,1,2,12
NA,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,g_Synechococcus,Synechococcus,2525,1,NA,NA,NA,NA,NA,NA
NA,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus elongatus,Synechococcus elongatus,2526,2,1,1,2,1,2,2
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,Kyanoviridae,Atlauavirus,Atlauavirus tusconc8,Synechococcus phage ACG-2014f,2527,NA,NA,NA,NA,NA,1,NA
NA,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. CC9311,Synechococcus sp. CC9311,2528,NA,NA,NA,NA,NA,2,1
NA,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. CC9605,Synechococcus sp. CC9605,2529,2,3,2,4,1,2,NA
NA,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. CC9902,Synechococcus sp. CC9902,2530,4,3,3,2,6,NA,NA
NA,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. JA-2-3B'a(2-13),Synechococcus sp. JA-2-3B'a(2-13),2531,5,1,1,7,2,4,6
NA,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. JA-3-3Ab,Synechococcus sp. JA-3-3Ab,2532,7,5,5,8,4,3,6
NA,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. KORDI-100,Synechococcus sp. KORDI-100,2533,2,1,1,NA,6,NA,1
NA,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. KORDI-49,Synechococcus sp. KORDI-49,2534,1,3,NA,1,3,NA,2
NA,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. KORDI-52,Synechococcus sp. KORDI-52,2535,1,4,2,4,1,NA,NA
NA,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. PCC 6312,Synechococcus sp. PCC 6312,2536,NA,NA,2,NA,1,2,NA
NA,Cyanobacteriota,Cyanophyceae,Chroococcales,Geminocystaceae,Picosynechococcus,Picosynechococcus sp. PCC 7002,Synechococcus sp. PCC 7002,2537,NA,NA,2,NA,NA,2,NA
NA,Cyanobacteriota,Cyanophyceae,Chroococcales,Geminocystaceae,Picosynechococcus,Picosynechococcus sp. PCC 7003,Synechococcus sp. PCC 7003,2538,1,1,NA,NA,NA,1,NA
NA,Cyanobacteriota,Cyanophyceae,Chroococcales,Geminocystaceae,Picosynechococcus,Picosynechococcus sp. PCC 7117,Synechococcus sp. PCC 7117,2539,NA,NA,1,NA,1,NA,1
NA,Cyanobacteriota,Cyanophyceae,Chroococcales,Geminocystaceae,Picosynechococcus,Picosynechococcus sp. PCC 73109,Synechococcus sp. PCC 73109,2540,NA,NA,1,NA,1,NA,1
NA,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. PCC 7502,Synechococcus sp. PCC 7502,2541,NA,NA,1,1,NA,NA,NA
NA,Cyanobacteriota,Cyanophyceae,Chroococcales,Geminocystaceae,Picosynechococcus,Picosynechococcus sp. PCC 8807,Synechococcus sp. PCC 8807,2542,NA,NA,2,NA,1,1,NA
NA,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. RCC307,Synechococcus sp. RCC307,2543,NA,6,NA,5,NA,1,NA
NA,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus elongatus,Synechococcus sp. UTEX 2973,2544,2,1,2,2,6,1,2
NA,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7803,Synechococcus sp. WH 7803,2545,3,3,4,1,1,1,NA
NA,Cyanobacteriota,Cyanophyceae,Synechococcales,Prochlorococcaceae,Parasynechococcus,Parasynechococcus marenigrum,Synechococcus sp. WH 8102,2546,2,1,1,6,2,1,4
