#Classification	Sample #1	Sample #2	Sample #3	Sample #4	Sample #5	Sample #6	Sample #7	Sample #8
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides uniformis	8316	19495	20734	33055	71544	69539	46367	88660
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides xylanisolvens	8485	5421	2245	3504	282	317	284	440
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides caccae	12403	16930	6933	10612	110	254	465	238
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. CACC 737	1118	2012	1988	2954	6064	5817	4021	7454
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. A1C1	1389	2516	2232	3626	6554	6558	4421	8351
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. CBA7301	1463	1092	706	897	167	267	432	283
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. HF-5287	9071	3268	1679	3982	543	506	603	464
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides intestinalis	15006	5936	2826	7707	845	1049	916	1157
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides cellulosilyticus	18118	13141	5488	8521	215	318	538	351
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides fragilis	19299	15973	7402	11045	2490	2362	2369	2641
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides ovatus	22785	28262	11165	18042	599	617	594	738
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides thetaiotaomicron	27700	23002	10900	16411	1005	1576	2370	1412
d__Archaea	5485	7188	3155	4516	192	305	464	271
d__Archaea|p__Candidatus Micrarchaeota	0	1	0	0	0	0	0	0
d__Archaea|p__Candidatus Micrarchaeota|g__Candidatus Mancarchaeum	0	1	0	0	0	0	0	0
d__Archaea|p__Candidatus Micrarchaeota|g__Candidatus Mancarchaeum|s__Candidatus Mancarchaeum acidiphilum	0	1	0	0	0	0	0	0
d__Archaea|p__Candidatus Lokiarchaeota	6	3	0	4	0	0	0	0
d__Archaea|p__Candidatus Lokiarchaeota|g__Candidatus Prometheoarchaeum	6	3	0	4	0	0	0	0
d__Archaea|p__Candidatus Lokiarchaeota|g__Candidatus Prometheoarchaeum|s__Candidatus Prometheoarchaeum syntrophicum	6	3	0	4	0	0	0	0
d__Archaea|p__Candidatus Geothermarchaeota	1	3	0	0	0	0	0	0
d__Archaea|p__Candidatus Geothermarchaeota|g__Conexivisphaera	1	3	0	0	0	0	0	0
d__Archaea|p__Candidatus Geothermarchaeota|g__Conexivisphaera|s__Conexivisphaera calidus	1	3	0	0	0	0	0	0
d__Archaea|p__Thaumarchaeota	20	19	40	18	11	33	35	24
d__Archaea|p__Thaumarchaeota|c__Nitrososphaeria	4	4	3	1	0	0	0	0
d__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales	4	4	3	1	0	0	0	0
d__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaeraceae	4	4	3	1	0	0	0	0
d__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaeraceae|g__Candidatus Nitrosocosmicus	2	3	0	1	0	0	0	0
d__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaeraceae|g__Candidatus Nitrosocosmicus|s__Candidatus Nitrosocosmicus exaquare	1	1	0	1	0	0	0	0
d__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaeraceae|g__Candidatus Nitrosocosmicus|s__Candidatus Nitrosocosmicus franklandus	1	2	0	0	0	0	0	0
d__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaeraceae|g__Nitrososphaera	2	1	3	0	0	0	0	0
d__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaeraceae|g__Nitrososphaera|s__Candidatus Nitrososphaera evergladensis	0	1	2	0	0	0	0	0
d__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaeraceae|g__Nitrososphaera|s__Nitrososphaera viennensis	1	0	0	0	0	0	0	0
d__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaeraceae|g__Nitrososphaera|s__Candidatus Nitrososphaera gargensis	1	0	1	0	0	0	0	0
d__Archaea|p__Thaumarchaeota|g__Candidatus Nitrosopelagicus	1	0	15	1	2	11	11	6
d__Archaea|p__Thaumarchaeota|g__Candidatus Nitrosopelagicus|s__Candidatus Nitrosopelagicus brevis	1	0	15	1	2	11	11	6
d__Archaea|p__Thaumarchaeota|g__Candidatus Nitrosotenuis	2	3	0	2	2	2	2	3
d__Archaea|p__Thaumarchaeota|g__Candidatus Nitrosotenuis|s__Candidatus Nitrosotenuis aquarius	0	1	0	1	0	0	0	0
d__Archaea|p__Thaumarchaeota|g__Candidatus Nitrosotenuis|s__Candidatus Nitrosotenuis sp. DW1	1	1	0	1	0	0	0	0
d__Archaea|p__Thaumarchaeota|g__Candidatus Nitrosotenuis|s__Candidatus Nitrosotenuis cloacae	1	1	0	0	2	2	2	3
d__Archaea|p__Thaumarchaeota|g__Candidatus Nitrosotalea	2	3	0	3	3	5	1	5
d__Archaea|p__Thaumarchaeota|g__Candidatus Nitrosotalea|s__Candidatus Nitrosotalea okcheonensis	1	1	0	2	0	0	0	0
d__Archaea|p__Thaumarchaeota|g__Candidatus Nitrosotalea|s__Candidatus Nitrosotalea devanaterra	1	2	0	1	3	5	1	5
d__Archaea|p__Thaumarchaeota|o__Nitrosopumilales	11	9	21	11	4	15	21	10
d__Archaea|p__Thaumarchaeota|o__Nitrosopumilales|f__Nitrosopumilaceae	11	9	21	11	4	15	21	10
d__Archaea|p__Thaumarchaeota|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosarchaeum	0	0	0	1	0	0	0	0
d__Archaea|p__Thaumarchaeota|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosarchaeum|s__Nitrosarchaeum sp. AC2	0	0	0	1	0	0	0	0
d__Archaea|p__Thaumarchaeota|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Candidatus Nitrosomarinus	2	1	0	0	0	0	0	0
d__Archaea|p__Thaumarchaeota|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Candidatus Nitrosomarinus|s__Candidatus Nitrosomarinus catalina	2	1	0	0	0	0	0	0
d__Archaea|p__Thaumarchaeota|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus	9	8	21	10	4	15	21	10
d__Archaea|p__Thaumarchaeota|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Candidatus Nitrosopumilus sp. SW	0	1	0	0	0	0	0	0
d__Archaea|p__Thaumarchaeota|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Candidatus Nitrosopumilus sediminis	0	1	0	0	0	0	0	0
d__Archaea|p__Thaumarchaeota|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus oxyclinae	1	1	0	3	3	3	0	2
d__Archaea|p__Thaumarchaeota|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus maritimus	1	0	0	0	0	0	0	0
d__Archaea|p__Thaumarchaeota|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus piranensis	2	1	0	3	0	0	0	0
d__Archaea|p__Thaumarchaeota|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus adriaticus	2	2	0	1	0	0	0	0
d__Archaea|p__Thaumarchaeota|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Candidatus Nitrosopumilus koreensis	3	2	1	0	0	0	0	0
d__Archaea|p__Crenarchaeota	27	25	18	23	18	7	10	8
d__Archaea|p__Crenarchaeota|c__Thermoprotei	27	25	18	23	18	7	10	8
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Acidilobales	2	2	0	2	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Acidilobales|f__Acidilobaceae	1	0	0	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Acidilobales|f__Acidilobaceae|g__Acidilobus	1	0	0	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Acidilobales|f__Acidilobaceae|g__Acidilobus|s__Acidilobus saccharovorans	1	0	0	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Acidilobales|f__Caldisphaeraceae	1	2	0	2	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Acidilobales|f__Caldisphaeraceae|g__Caldisphaera	1	2	0	2	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Acidilobales|f__Caldisphaeraceae|g__Caldisphaera|s__Caldisphaera lagunensis	1	2	0	2	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales	2	3	4	3	6	3	9	3
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermofilaceae	0	2	0	1	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermofilaceae|g__Thermofilum	0	2	0	1	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermofilaceae|g__Thermofilum|s__Thermofilum adornatum	0	1	0	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermofilaceae|g__Thermofilum|s__Thermofilum pendens	0	1	0	1	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae	2	1	4	2	6	3	9	3
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Vulcanisaeta	0	0	0	1	5	2	0	3
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Vulcanisaeta|s__Vulcanisaeta moutnovskia	0	0	0	1	5	2	0	3
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Caldivirga	0	1	4	1	1	1	9	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Caldivirga|s__Caldivirga maquilingensis	0	1	4	1	1	1	9	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum	2	0	0	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum ferrireducens	1	0	0	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum neutrophilum	1	0	0	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales	5	5	3	5	9	1	1	1
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Pyrodictiaceae	0	1	0	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Pyrodictiaceae|g__Pyrolobus	0	1	0	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Pyrodictiaceae|g__Pyrolobus|s__Pyrolobus fumarii	0	1	0	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae	5	4	3	5	9	1	1	1
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Aeropyrum	0	0	0	1	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Aeropyrum|s__Aeropyrum camini	0	0	0	1	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Thermogladius	0	2	1	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Thermogladius|s__Thermogladius calderae	0	2	1	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Staphylothermus	2	2	1	3	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Staphylothermus|s__Staphylothermus hellenicus	0	1	0	1	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Staphylothermus|s__Staphylothermus marinus	1	1	0	2	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Ignicoccus	3	0	1	1	9	1	1	1
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Ignicoccus|s__Ignicoccus islandicus	1	0	1	1	9	1	1	1
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Ignicoccus|s__Ignicoccus hospitalis	2	0	0	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales	18	15	11	13	3	3	0	4
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae	18	15	11	13	3	3	0	4
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Saccharolobus	1	0	1	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Saccharolobus|s__Saccharolobus solfataricus	1	0	1	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfodiicoccus	1	1	0	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfodiicoccus|s__Sulfodiicoccus acidiphilus	1	1	0	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfurisphaera	1	2	3	2	1	0	0	3
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfurisphaera|s__Sulfurisphaera ohwakuensis	0	0	0	1	1	0	0	3
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfurisphaera|s__Sulfurisphaera tokodaii	1	2	3	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Stygiolobus	1	1	1	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Stygiolobus|s__Stygiolobus azoricus	1	1	1	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus	3	1	3	7	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus sp. E5-1-F	0	0	1	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus islandicus	0	1	1	1	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus sp. A20	3	0	0	4	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Metallosphaera	4	1	0	1	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Metallosphaera|s__Metallosphaera tengchongensis	0	1	0	1	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Metallosphaera|s__Metallosphaera hakonensis	2	0	0	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Metallosphaera|s__Metallosphaera sedula	2	0	0	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Acidianus	7	7	2	3	2	3	0	1
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Acidianus|s__Acidianus sulfidivorans	0	1	1	1	2	3	0	1
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Acidianus|s__Acidianus brierleyi	0	2	1	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Acidianus|s__Acidianus hospitalis	1	1	0	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Acidianus|s__Acidianus ambivalens	1	1	0	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Acidianus|s__Acidianus manzaensis	2	2	0	1	0	0	0	0
d__Archaea|p__Euryarchaeota	5430	7137	3096	4471	163	265	419	239
d__Archaea|p__Euryarchaeota|c__Methanopyri	0	0	0	1	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Methanopyri|o__Methanopyrales	0	0	0	1	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Methanopyri|o__Methanopyrales|f__Methanopyraceae	0	0	0	1	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Methanopyri|o__Methanopyrales|f__Methanopyraceae|g__Methanopyrus	0	0	0	1	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Methanopyri|o__Methanopyrales|f__Methanopyraceae|g__Methanopyrus|s__Methanopyrus kandleri	0	0	0	1	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Archaeoglobi	7	8	10	5	1	9	12	12
d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales	7	8	10	5	1	9	12	12
d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae	7	8	10	5	1	9	12	12
d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae|g__Geoglobus	1	2	1	2	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae|g__Geoglobus|s__Geoglobus acetivorans	1	2	1	2	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae|g__Ferroglobus	1	1	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae|g__Ferroglobus|s__Ferroglobus placidus	1	1	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae|g__Archaeoglobus	5	5	9	3	1	9	12	12
d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae|g__Archaeoglobus|s__Archaeoglobus profundus	0	1	0	1	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae|g__Archaeoglobus|s__Archaeoglobus veneficus	1	0	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae|g__Archaeoglobus|s__Archaeoglobus sulfaticallidus	2	4	9	2	1	9	12	12
d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae|g__Archaeoglobus|s__Archaeoglobus fulgidus	2	0	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|g__Aciduliprofundum	3	0	0	3	0	0	0	0
d__Archaea|p__Euryarchaeota|g__Aciduliprofundum|s__Aciduliprofundum boonei	1	0	0	2	0	0	0	0
d__Archaea|p__Euryarchaeota|g__Aciduliprofundum|s__Aciduliprofundum sp. MAR08-339	2	0	0	1	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata	6	15	18	9	3	7	14	8
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|s__methanogenic archaeon ISO4-H5	1	7	2	2	1	2	0	1
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales	2	4	2	3	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Candidatus Methanomethylophilaceae	1	0	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Candidatus Methanomethylophilaceae|g__Candidatus Methanomethylophilus	1	0	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Candidatus Methanomethylophilaceae|g__Candidatus Methanomethylophilus|s__Candidatus Methanomethylophilus alvus	1	0	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae	1	4	2	3	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus	0	4	2	2	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus|s__Candidatus Methanomassiliicoccus intestinalis	0	4	2	2	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|s__Methanomassiliicoccaceae archaeon DOK	1	0	0	1	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales	3	1	13	4	2	5	14	7
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Picrophilaceae	0	0	0	1	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Picrophilaceae|g__Picrophilus	0	0	0	1	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Picrophilaceae|g__Picrophilus|s__Picrophilus torridus	0	0	0	1	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Ferroplasmaceae	0	1	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Ferroplasmaceae|g__Ferroplasma	0	1	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|s__Thermoplasmatales archaeon BRNA1	1	0	13	2	2	5	14	7
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae	2	0	0	1	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae|g__Thermoplasma	2	0	0	1	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae|g__Thermoplasma|s__Thermoplasma volcanium	1	0	0	1	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae|g__Thermoplasma|s__Thermoplasma acidophilum	1	0	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermococci	18	21	60	30	21	30	71	32
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales	18	21	60	30	21	30	71	32
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae	18	21	60	30	21	30	71	32
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Palaeococcus	1	0	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Palaeococcus|s__Palaeococcus pacificus	1	0	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus	3	5	3	6	5	0	6	7
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus sp. ST04	0	0	0	1	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus sp. NA2	0	0	2	1	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus abyssi	0	1	1	1	0	0	2	2
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus horikoshii	0	2	0	2	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus kukulkanii	1	1	0	1	5	0	4	5
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus yayanosii	1	1	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus furiosus	1	0	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus	14	16	57	24	16	30	65	25
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus sibiricus	0	0	0	1	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus sp. 5-4	0	0	0	2	0	3	2	0
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus guaymasensis	0	0	1	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus celer	0	0	2	0	0	0	0	0
