Superkingdom,Phylum,Class,Order,Family,Genus,Species,Name,ti,Run_mock__10eb-90gr-2,Run_mock__50eb-50gr-1,Run_mock__5eb-95gr-2,Run_mock__95eb-5gr-1,Run_mock__ec-Bl-Rp-Rm-Cn-2,Run_mock__vaio-Mock-10-4-1,Run_mock__vaio-Mock-10-4-2,Run_mock__vaio-Mock-10-5-1,Run_mock__vaio-Mock-10-6-3,Run_newprimers__vaio-Mock-Newprimer-4
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fragi,Pseudomonas fragi,1719,3,3,3,6,1,64,43,7,5,0
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fulva,Pseudomonas fulva,1720,0,1,0,1,0,1,2,0,0,0
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas knackmussii,Pseudomonas knackmussii,1721,4,5,3,5,3,93,57,9,14,3
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas koreensis,Pseudomonas koreensis,1722,0,1,0,0,0,0,0,0,0,0
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas mandelii,Pseudomonas mandelii,1723,0,1,0,0,0,0,0,0,0,0
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Ectopseudomonas,Ectopseudomonas mendocina,Pseudomonas mendocina,1724,0,7,2,2,3,25,54,3,2,3
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas monteilii,Pseudomonas monteilii,1725,0,1,0,1,0,1,2,1,1,0
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas oryzihabitans,Pseudomonas oryzihabitans,1726,0,1,0,0,1,9,7,5,8,13
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas plecoglossicida,Pseudomonas plecoglossicida,1727,0,1,0,1,0,1,3,0,0,0
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas poae,Pseudomonas poae,1728,0,1,0,1,0,0,0,0,0,0
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Ectopseudomonas,Ectopseudomonas oleovorans,Pseudomonas pseudoalcaligenes,1729,1,0,2,0,1,2,5,0,1,3
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,Pseudomonas putida,1730,3,4,3,6,1,64,48,8,5,0
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Metapseudomonas,Metapseudomonas resinovorans,Pseudomonas resinovorans,1731,1,2,0,5,1,23,31,7,4,2
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas rhizosphaerae,Pseudomonas rhizosphaerae,1732,0,3,1,2,0,2,5,0,0,0
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas savastanoi,Pseudomonas savastanoi,1733,0,1,0,0,0,0,0,0,0,0
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas silesiensis,Pseudomonas sp. A3(2016),1734,0,1,0,0,0,0,0,0,0,1
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. CCOS 191,Pseudomonas sp. CCOS 191,1735,0,1,0,1,0,1,3,0,0,0
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. FGI182,Pseudomonas sp. FGI182,1736,0,1,0,1,0,1,3,0,0,0
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. GR 6-02,Pseudomonas sp. GR 6-02,1737,0,0,0,0,0,1,0,0,0,0
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. JY-Q,Pseudomonas sp. JY-Q,1738,0,1,0,1,0,1,3,0,0,0
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas versuta,Pseudomonas sp. L10.10,1739,3,3,3,5,1,64,43,7,5,0
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. Os17,Pseudomonas sp. Os17,1740,0,0,0,0,0,0,1,0,0,0
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. StFLB209,Pseudomonas sp. StFLB209,1741,0,4,1,2,0,2,5,0,0,0
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. TCU-HL1,Pseudomonas sp. TCU-HL1,1742,0,1,0,3,1,7,9,1,3,2
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. URMO17WK12:I11,Pseudomonas sp. URMO17WK12:I11,1743,0,1,0,0,0,1,0,0,1,0
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. UW4,Pseudomonas sp. UW4,1744,3,3,3,5,2,62,44,8,6,6
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. VLB120,Pseudomonas sp. VLB120,1745,0,1,0,1,0,1,2,0,0,0
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Stutzerimonas stutzeri,Pseudomonas stutzeri,1746,2,8,3,4,2,27,62,5,3,3
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae,Pseudomonas syringae,1747,0,0,0,0,0,0,0,1,0,0
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas trivialis,Pseudomonas trivialis,1748,0,1,0,1,0,0,0,0,0,0
NA,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia dioxanivorans,Pseudonocardia dioxanivorans,1749,1,1,1,1,0,0,0,0,1,1
NA,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia sp. AL041005-10,Pseudonocardia sp. AL041005-10,1750,1,1,1,1,0,0,0,0,0,1
NA,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia sp. EC080610-09,Pseudonocardia sp. EC080610-09,1751,1,1,1,1,0,0,0,0,0,1
NA,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia sp. EC080619-01,Pseudonocardia sp. EC080619-01,1752,1,1,1,1,0,0,0,0,0,1
NA,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia sp. EC080625-04,Pseudonocardia sp. EC080625-04,1753,1,1,1,1,0,0,0,0,0,1
NA,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia sp. HH130629-09,Pseudonocardia sp. HH130629-09,1754,1,1,1,1,0,0,0,0,0,1
NA,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia sp. HH130630-07,Pseudonocardia sp. HH130630-07,1755,1,1,1,1,0,0,0,0,0,1
NA,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pseudopedobacter,g_Pseudopedobacter,Pseudopedobacter,1756,1,0,0,0,0,0,0,0,0,0
NA,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pseudopedobacter,Pseudopedobacter saltans,Pseudopedobacter saltans,1757,447,300,496,220,13,76,80,82,81,115
NA,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Arachnia,Arachnia propionica,Pseudopropionibacterium propionicum,1758,1,0,0,1,7,1,4,1,2,4
NA,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga,Pseudothermotoga elfii,Pseudothermotoga elfii,1759,0,0,0,0,2,2,2,6,6,1
NA,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga,Pseudothermotoga hypogea,Pseudothermotoga hypogea,1760,0,0,0,0,0,3,2,1,3,9
NA,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga,Pseudothermotoga lettingae,Pseudothermotoga lettingae,1761,0,0,0,0,2,2,2,6,6,1
NA,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga,Pseudothermotoga thermarum,Pseudothermotoga thermarum,1762,0,0,0,0,0,3,2,1,3,9
NA,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Pseudoxanthomonas,Pseudoxanthomonas spadix,Pseudoxanthomonas spadix,1763,0,1,0,1,2,6,22,14,17,27
NA,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Pseudoxanthomonas,Pseudoxanthomonas suwonensis,Pseudoxanthomonas suwonensis,1764,1,1,0,1,3,19,36,29,37,41
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,g_Psychrobacter,Psychrobacter,1765,0,0,0,0,0,0,0,0,0,1
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter alimentarius,Psychrobacter alimentarius,1766,3,1,1,2,10,6,6,7,8,5
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter arcticus,Psychrobacter arcticus,1767,3,2,1,3,11,8,7,6,9,4
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter cryohalolentis,Psychrobacter cryohalolentis,1768,3,2,1,3,11,8,7,6,9,4
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter sp. AntiMn-1,Psychrobacter sp. AntiMn-1,1769,1,1,2,4,3,6,2,4,7,4
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter sp. G,Psychrobacter sp. G,1770,3,2,1,3,11,8,7,6,9,4
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter sp. P11G5,Psychrobacter sp. P11G5,1771,3,1,1,2,10,7,6,7,9,5
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter sp. P2G3,Psychrobacter sp. P2G3,1772,3,1,1,2,10,7,6,7,9,5
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter sp. PRwf-1,Psychrobacter sp. PRwf-1,1773,1,0,1,1,2,0,2,2,1,4
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter urativorans,Psychrobacter urativorans,1774,2,1,1,1,9,3,5,3,6,0
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,Psychroflexus torquis,Psychroflexus torquis,1775,0,0,1,1,0,0,0,0,0,0
NA,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,g_Psychromonas,Psychromonas,1776,0,0,0,0,0,0,0,0,0,1
NA,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas ingrahamii,Psychromonas ingrahamii,1777,0,1,0,3,6,2,11,7,5,9
NA,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas sp. CNPT3,Psychromonas sp. CNPT3,1778,0,1,0,3,6,2,11,7,5,8
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pusillimonas,Pusillimonas sp. T7-7,Pusillimonas sp. T7-7,1779,0,0,0,0,24,9,12,11,9,11
NA,Thermoproteota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum islandicum,Pyrobaculum islandicum,1780,0,0,0,0,0,0,0,0,0,16
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,Rahnella aquatilis,Rahnella aquatilis,1781,0,0,0,1,0,0,1,1,0,2
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,Rahnella aceris,Rahnella sp. Y9602,1782,0,0,0,0,0,0,2,1,0,2
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,g_Ralstonia,Ralstonia,1783,0,0,0,0,0,0,1,0,0,1
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia insidiosa,Ralstonia insidiosa,1784,3,6,1,9,1373,641,529,888,1094,330
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia mannitolilytica,Ralstonia mannitolilytica,1785,6,15,15,23,11523,9399,8976,11119,12715,4063
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia pickettii,Ralstonia pickettii,1786,13,86,18,34,31192,10303,8593,13423,14145,4629
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum,Ralstonia solanacearum,1787,5,17,5,15,4561,2588,1903,3797,4579,1231
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter tataouinensis,Ramlibacter tataouinensis,1788,0,1,0,0,1,4,3,3,2,4
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Raoultella ornithinolytica,Raoultella ornithinolytica,1789,0,0,2,0,0,1,0,0,2,0
NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Rathayibacter,Rathayibacter toxicus,Rathayibacter toxicus,1790,7,14,1,24,49,31,34,38,27,42
NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Rathayibacter,Rathayibacter tritici,Rathayibacter tritici,1791,0,5,1,12,5,0,7,2,1,1
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Renibacterium,Renibacterium salmoninarum,Renibacterium salmoninarum,1792,0,0,0,0,1,0,0,0,0,2
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,g_Rhizobium,Rhizobium,1793,0,0,0,1,0,0,4,0,0,0
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium etli,Rhizobium etli,1794,0,1,0,2,0,7,9,10,6,3
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium gallicum,Rhizobium gallicum,1795,0,0,0,0,0,13,21,11,9,5
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum,Rhizobium leguminosarum,1796,0,0,0,1,0,5,10,9,4,2
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium phaseoli,Rhizobium phaseoli,1797,0,0,0,0,0,4,8,8,4,3
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. IRBG74,Rhizobium sp. IRBG74,1798,6,1,2,3,2,5698,6712,7184,7481,3282
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. N113,Rhizobium sp. N113,1799,0,0,0,0,0,4,8,8,4,2
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. N1314,Rhizobium sp. N1314,1800,0,0,0,0,0,4,8,8,4,2
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. N1341,Rhizobium sp. N1341,1801,0,0,0,0,0,4,8,8,4,2
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. N324,Rhizobium sp. N324,1802,1,0,0,0,0,4,8,8,4,2
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. N621,Rhizobium sp. N621,1803,0,0,0,0,0,4,8,8,4,2
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. N6212,Rhizobium sp. N6212,1804,0,0,0,0,0,4,8,8,4,2
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. N731,Rhizobium sp. N731,1805,0,0,0,0,0,4,8,8,4,2
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. N741,Rhizobium sp. N741,1806,0,0,0,0,0,4,8,8,4,2
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. N871,Rhizobium sp. N871,1807,0,0,0,0,0,4,8,8,4,2
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Pseudorhizobium,Pseudorhizobium banfieldiae,Rhizobium sp. NT-26,1808,0,1,0,4,2,31,19,14,21,6
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. S41,Rhizobium sp. S41,1809,6,1,2,3,2,5698,6712,7184,7481,3282
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium tropici,Rhizobium tropici,1810,0,0,0,0,0,4,8,8,4,2
NA,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter denitrificans,Rhodanobacter denitrificans,1811,1,3,1,5,43,38,56,46,55,40
NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,o_Rhodobacterales,Rhodobacter,g_Rhodobacter,Rhodobacter,1812,0,0,0,3,2,5,4,3,1,0
NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,o_Rhodobacterales,Rhodobacter,Rhodobacter capsulatus,Rhodobacter capsulatus,1813,1,3,0,5,5,107,71,133,158,39
NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,o_Rhodobacterales,Rhodobacter,Rhodobacter xanthinilyticus,Rhodobacter sp. LPB0142,1814,1,2,0,5,4,125,101,149,180,64
NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cereibacter,Cereibacter sphaeroides,Rhodobacter sphaeroides,1815,4,3,0,6,4,73,55,98,102,28
NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,f_Paracoccaceae,f_Paracoccaceae,Rhodobacteraceae,1816,0,1,0,0,0,1,0,0,0,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,g_Rhodococcus,Rhodococcus,1817,0,2,0,0,0,1,1,0,0,2
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus aetherivorans,Rhodococcus aetherivorans,1818,4,8,1,6,16,3,7,7,7,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Prescottella,Prescottella equi,Rhodococcus equi,1819,4,8,1,6,16,3,7,7,7,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus erythropolis,Rhodococcus erythropolis,1820,1,0,1,1,3,0,1,0,0,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcoides,Rhodococcoides fascians,Rhodococcus fascians,1821,1,1,0,0,1,2,0,0,1,5
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus jostii,Rhodococcus jostii,1822,2,1,2,2,4,3,3,0,1,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus opacus,Rhodococcus opacus,1823,6,9,3,8,20,6,10,7,8,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus pyridinivorans,Rhodococcus pyridinivorans,1824,4,8,1,6,16,3,7,7,7,1
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. 008,Rhodococcus sp. 008,1825,1,0,1,1,3,0,1,0,0,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. B7740,Rhodococcus sp. B7740,1826,1,1,0,0,1,2,0,0,1,5
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. PBTS 1,Rhodococcus sp. PBTS 1,1828,2,3,0,2,14,3,6,7,6,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcoides,Rhodococcoides fascians,Rhodococcus sp. PBTS 2,1829,1,0,1,2,3,2,2,0,0,2
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. WB1,Rhodococcus sp. WB1,1830,4,8,1,6,16,3,7,7,7,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. WMMA185,Rhodococcus sp. WMMA185,1831,3,7,1,6,12,3,3,5,5,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. p52,Rhodococcus sp. p52,1827,4,8,1,6,16,3,7,7,7,1
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax ferrireducens,Rhodoferax ferrireducens,1832,3,5,2,3,11,20,16,15,24,11
NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Rhodoluna,g_Rhodoluna,Rhodoluna,1833,0,0,0,0,0,0,1,0,0,0
NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Rhodoluna,Rhodoluna lacicola,Rhodoluna lacicola,1834,1,7,1,3,13,9,9,10,10,9
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Rhodomicrobium,Rhodomicrobium vannielii,Rhodomicrobium vannielii,1835,2,0,0,5,4,7,7,13,16,9
NA,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Rhodopirellula,Rhodopirellula baltica,Rhodopirellula baltica,1836,0,0,0,0,0,1,1,1,1,2
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Rhodoplanes,Rhodoplanes sp. Z2-YC6860,Rhodoplanes sp. Z2-YC6860,1837,0,4,0,11,1,28,20,24,26,3
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Rhodopseudomonas,Rhodopseudomonas palustris,Rhodopseudomonas palustris,1838,54,63,65,50,6,62,90,67,79,39
NA,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,g_Rhodospirillum,Rhodospirillum,1839,0,1,0,2,0,0,0,0,1,0
NA,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,Rhodospirillum centenum,Rhodospirillum centenum,1840,14,36,10,93,6,29,33,26,21,39
NA,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,Rhodospirillum rubrum,Rhodospirillum rubrum,1841,35,95,21,257,5,25,29,38,16,62
NA,Rhodothermota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rhodothermus,g_Rhodothermus,Rhodothermus,1842,0,0,0,1,0,0,0,0,0,0
NA,Rhodothermota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rhodothermus,Rhodothermus marinus,Rhodothermus marinus,1843,0,2,0,3,1,3,3,7,4,2
NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rhodovulum,Rhodovulum sulfidophilum,Rhodovulum sulfidophilum,1844,3,2,2,5,3,69,46,85,103,14
NA,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,g_Rickettsia,Rickettsia,1845,3,2,2,10,45,27,40,32,49,1
NA,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia africae,Rickettsia africae,1846,11,21,10,23,75,36,32,49,57,0
NA,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia akari,Rickettsia akari,1847,4,12,4,15,70,34,24,43,55,0
NA,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia amblyommatis,Rickettsia amblyommatis,1848,0,0,0,0,0,0,0,0,1,0
NA,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia australis,Rickettsia australis,1849,8,11,7,5,49,26,21,33,36,1
NA,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia bellii,Rickettsia bellii,1850,8,11,7,5,49,26,21,33,36,1
NA,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia canadensis,Rickettsia canadensis,1851,34,73,39,39,66,42,54,57,69,1
NA,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia conorii,Rickettsia conorii,1852,11,21,10,23,75,36,32,49,57,0
NA,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia felis,Rickettsia felis,1853,8,11,7,5,49,26,21,33,36,1
NA,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia conorii,Rickettsia heilongjiangensis,1854,11,21,10,23,75,36,32,49,56,0
NA,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia japonica,Rickettsia japonica,1855,8,11,7,5,49,26,21,33,37,1
NA,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia massiliae,Rickettsia massiliae,1856,11,21,10,23,75,36,32,49,57,0
NA,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia monacensis,Rickettsia monacensis,1857,0,0,0,0,0,0,0,0,3,0
NA,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia montanensis,Rickettsia montanensis,1858,11,21,10,23,75,36,32,49,57,0
