species,abundance,sample
Citrobacter amalonaticus,0.00101308416743102,healthy_stool_500_50
Citrobacter amalonaticus,0.002,healthy_stool_500_100
Actinomyces graevenitzii,8.44966411518226e-06,healthy_stool_500_1
Actinomyces graevenitzii,8.84575684320078e-05,healthy_stool_500_10
Actinomyces graevenitzii,0.00100111609465757,healthy_stool_500_50
Actinomyces graevenitzii,0.002,healthy_stool_500_100
Bifidobacterium pullorum,8.41768815493374e-06,healthy_stool_500_1
Bifidobacterium pullorum,8.81228195410099e-05,healthy_stool_500_10
Bifidobacterium pullorum,0.000997327583302499,healthy_stool_500_50
Bifidobacterium pullorum,0.002,healthy_stool_500_100
Acinetobacter variabilis,8.26489934972706e-06,healthy_stool_500_1
Acinetobacter variabilis,8.6523309074324e-05,healthy_stool_500_10
Acinetobacter variabilis,0.000979225167645399,healthy_stool_500_50
Acinetobacter variabilis,0.002,healthy_stool_500_100
Anaeroglobus geminatus,8.21143988742671e-06,healthy_stool_500_1
Anaeroglobus geminatus,8.59636543968943e-05,healthy_stool_500_10
Anaeroglobus geminatus,0.000972891291246164,healthy_stool_500_50
Anaeroglobus geminatus,0.002,healthy_stool_500_100
Aerococcus christensenii,8.19128594713147e-06,healthy_stool_500_1
Aerococcus christensenii,8.5752667483268e-05,healthy_stool_500_10
Aerococcus christensenii,0.000970503452661659,healthy_stool_500_50
Aerococcus christensenii,0.002,healthy_stool_500_100
Corynebacterium aurimucosum,8.17173030962681e-06,healthy_stool_500_1
Corynebacterium aurimucosum,8.55479440624055e-05,healthy_stool_500_10
Corynebacterium aurimucosum,0.000968186500984015,healthy_stool_500_50
Corynebacterium aurimucosum,0.002,healthy_stool_500_100
Helicobacter cinaedi,8.16742031359882e-06,healthy_stool_500_1
Helicobacter cinaedi,8.55028237163904e-05,healthy_stool_500_10
Helicobacter cinaedi,0.000967675852710578,healthy_stool_500_50
Helicobacter cinaedi,0.002,healthy_stool_500_100
Enterococcus thailandicus,8.10476471581466e-06,healthy_stool_500_1
Enterococcus thailandicus,8.48468968353819e-05,healthy_stool_500_10
Enterococcus thailandicus,0.000960252418298623,healthy_stool_500_50
Enterococcus thailandicus,0.002,healthy_stool_500_100
Kluyvera georgiana,8.02563363192877e-06,healthy_stool_500_1
Kluyvera georgiana,8.40184919221786e-05,healthy_stool_500_10
Kluyvera georgiana,0.000950876968507249,healthy_stool_500_50
Kluyvera georgiana,0.002,healthy_stool_500_100
Phocaeicola sartorii,7.95867911779797e-06,healthy_stool_500_1
Phocaeicola sartorii,8.33175606857623e-05,healthy_stool_500_10
Phocaeicola sartorii,0.00094294419854236,healthy_stool_500_50
Phocaeicola sartorii,0.002,healthy_stool_500_100
Helicobacter fennelliae,7.79117649581719e-06,healthy_stool_500_1
Helicobacter fennelliae,8.15640146933503e-05,healthy_stool_500_10
Helicobacter fennelliae,0.000923098490064907,healthy_stool_500_50
Helicobacter fennelliae,0.002,healthy_stool_500_100
Enterocloster aldenensis,7.75530048774912e-06,healthy_stool_500_1
Enterocloster aldenensis,8.11884371087873e-05,healthy_stool_500_10
Enterocloster aldenensis,0.000918847901094811,healthy_stool_500_50
Enterocloster aldenensis,0.002,healthy_stool_500_100
Peptoniphilus duerdenii,7.71552443186136e-06,healthy_stool_500_1
Peptoniphilus duerdenii,8.07720308306579e-05,healthy_stool_500_10
Peptoniphilus duerdenii,0.000914135234509676,healthy_stool_500_50
Peptoniphilus duerdenii,0.002,healthy_stool_500_100
Aedoeadaptatus coxii,7.70805672666123e-06,healthy_stool_500_1
Aedoeadaptatus coxii,8.06938531617273e-05,healthy_stool_500_10
Aedoeadaptatus coxii,0.000913250460894523,healthy_stool_500_50
Aedoeadaptatus coxii,0.002,healthy_stool_500_100
Pediococcus acidilactici,7.647173877886e-06,healthy_stool_500_1
Pediococcus acidilactici,8.00564847777944e-05,healthy_stool_500_10
Pediococcus acidilactici,0.000906037061762129,healthy_stool_500_50
Pediococcus acidilactici,0.002,healthy_stool_500_100
Pseudoglutamicibacter albus,7.381649315393e-06,healthy_stool_500_1
Pseudoglutamicibacter albus,7.72767698877195e-05,healthy_stool_500_10
Pseudoglutamicibacter albus,0.000874577715045491,healthy_stool_500_50
Pseudoglutamicibacter albus,0.002,healthy_stool_500_100
Lentilactobacillus parabuchneri,7.2614680122692e-06,healthy_stool_500_1
Lentilactobacillus parabuchneri,7.60186197766139e-05,healthy_stool_500_10
Lentilactobacillus parabuchneri,0.0008603386358118,healthy_stool_500_50
Lentilactobacillus parabuchneri,0.002,healthy_stool_500_100
Achromobacter xylosoxidans,7.15930227094866e-06,healthy_stool_500_1
Achromobacter xylosoxidans,7.49490703920377e-05,healthy_stool_500_10
Achromobacter xylosoxidans,0.000848234040106647,healthy_stool_500_50
Achromobacter xylosoxidans,0.002,healthy_stool_500_100
Desulfovibrio fairfieldensis,7.0935111233549e-06,healthy_stool_500_1
Desulfovibrio fairfieldensis,7.42603181693265e-05,healthy_stool_500_10
Desulfovibrio fairfieldensis,0.000840439105793961,healthy_stool_500_50
Desulfovibrio fairfieldensis,0.002,healthy_stool_500_100
Parabacteroides gordonii,7.05634987225531e-06,healthy_stool_500_1
Parabacteroides gordonii,7.38712856743833e-05,healthy_stool_500_10
Parabacteroides gordonii,0.000836036241246179,healthy_stool_500_50
Parabacteroides gordonii,0.002,healthy_stool_500_100
Bifidobacterium pseudolongum,7.02756486022289e-06,healthy_stool_500_1
Bifidobacterium pseudolongum,7.35699420781215e-05,healthy_stool_500_10
Bifidobacterium pseudolongum,0.000832625793394318,healthy_stool_500_50
Bifidobacterium pseudolongum,0.002,healthy_stool_500_100
Butyricicoccus pullicaecorum,6.97506933019613e-06,healthy_stool_500_1
Butyricicoccus pullicaecorum,7.30203785834764e-05,healthy_stool_500_10
Butyricicoccus pullicaecorum,0.000826406123678342,healthy_stool_500_50
Butyricicoccus pullicaecorum,0.002,healthy_stool_500_100
Candida albicans,6.69889719396832e-06,healthy_stool_500_1
Candida albicans,7.01291967203428e-05,healthy_stool_500_10
Candida albicans,0.00079368525256385,healthy_stool_500_50
Candida albicans,0.002,healthy_stool_500_100
Terrisporobacter othiniensis,6.51002186674869e-06,healthy_stool_500_1
Terrisporobacter othiniensis,6.81519048475655e-05,healthy_stool_500_10
Terrisporobacter othiniensis,0.000771307306247199,healthy_stool_500_50
Terrisporobacter othiniensis,0.002,healthy_stool_500_100
Escherichia fergusonii,6.41660907365968e-06,healthy_stool_500_1
Escherichia fergusonii,6.71739880422987e-05,healthy_stool_500_10
Escherichia fergusonii,0.000760239759734871,healthy_stool_500_50
Escherichia fergusonii,0.002,healthy_stool_500_100
Enterococcus casseliflavus,6.40524132063993e-06,healthy_stool_500_1
Enterococcus casseliflavus,6.70549816798025e-05,healthy_stool_500_10
Enterococcus casseliflavus,0.000758892908504687,healthy_stool_500_50
Enterococcus casseliflavus,0.002,healthy_stool_500_100
Actinomyces naeslundii,6.32423777061335e-06,healthy_stool_500_1
Actinomyces naeslundii,6.62069743540631e-05,healthy_stool_500_10
Actinomyces naeslundii,0.000749295608949277,healthy_stool_500_50
Actinomyces naeslundii,0.002,healthy_stool_500_100
Leuconostoc pseudomesenteroides,6.14994330399218e-06,healthy_stool_500_1
Leuconostoc pseudomesenteroides,6.43823261197315e-05,healthy_stool_500_10
Leuconostoc pseudomesenteroides,0.000728645202807015,healthy_stool_500_50
Leuconostoc pseudomesenteroides,0.002,healthy_stool_500_100
Anaerococcus octavius,6.11297040747479e-06,healthy_stool_500_1
Anaerococcus octavius,6.39952654651026e-05,healthy_stool_500_10
Anaerococcus octavius,0.000724264654507685,healthy_stool_500_50
Anaerococcus octavius,0.002,healthy_stool_500_100
Peptostreptococcus stomatis,5.97842983737871e-06,healthy_stool_500_1
Peptostreptococcus stomatis,6.25867915276864e-05,healthy_stool_500_10
Peptostreptococcus stomatis,0.000708324289509557,healthy_stool_500_50
Peptostreptococcus stomatis,0.002,healthy_stool_500_100
Fructilactobacillus sanfranciscensis,5.97178202859524e-06,healthy_stool_500_1
Fructilactobacillus sanfranciscensis,6.25171971636536e-05,healthy_stool_500_10
Fructilactobacillus sanfranciscensis,0.000707536657211206,healthy_stool_500_50
Fructilactobacillus sanfranciscensis,0.002,healthy_stool_500_100
Bacteroides stercorirosoris,5.93383412012295e-06,healthy_stool_500_1
Bacteroides stercorirosoris,6.21199293356334e-05,healthy_stool_500_10
Bacteroides stercorirosoris,0.000703040589508119,healthy_stool_500_50
Bacteroides stercorirosoris,0.002,healthy_stool_500_100
Atopobium deltae,5.75528505588032e-06,healthy_stool_500_1
Atopobium deltae,6.02507407083204e-05,healthy_stool_500_10
Atopobium deltae,0.000681886098694908,healthy_stool_500_50
Atopobium deltae,0.002,healthy_stool_500_100
Mageeibacillus indolicus,5.54590123856371e-06,healthy_stool_500_1
Mageeibacillus indolicus,5.80587502225022e-05,healthy_stool_500_10
Mageeibacillus indolicus,0.000657078306737845,healthy_stool_500_50
Mageeibacillus indolicus,0.002,healthy_stool_500_100
Propionibacterium freudenreichii,5.44178547333332e-06,healthy_stool_500_1
Propionibacterium freudenreichii,5.69687864911427e-05,healthy_stool_500_10
Propionibacterium freudenreichii,0.000644742672225172,healthy_stool_500_50
Propionibacterium freudenreichii,0.002,healthy_stool_500_100
Peptococcus niger,5.38146768830465e-06,healthy_stool_500_1
Peptococcus niger,5.63373336281521e-05,healthy_stool_500_10
Peptococcus niger,0.000637596221838134,healthy_stool_500_50
Peptococcus niger,0.002,healthy_stool_500_100
Stenotrophomonas rhizophila,5.35749125795895e-06,healthy_stool_500_1
Stenotrophomonas rhizophila,5.60863299552073e-05,healthy_stool_500_10
Stenotrophomonas rhizophila,0.000634755494682081,healthy_stool_500_50
Stenotrophomonas rhizophila,0.002,healthy_stool_500_100
Eubacterium callanderi,5.34907070016655e-06,healthy_stool_500_1
Eubacterium callanderi,5.59981770940991e-05,healthy_stool_500_10
Eubacterium callanderi,0.000633757827104169,healthy_stool_500_50
Eubacterium callanderi,0.002,healthy_stool_500_100
Erysipelothrix larvae,5.28190567209093e-06,healthy_stool_500_1
Erysipelothrix larvae,5.5295042036155e-05,healthy_stool_500_10
Erysipelothrix larvae,0.00062580011544983,healthy_stool_500_50
Erysipelothrix larvae,0.002,healthy_stool_500_100
Campylobacter upsaliensis,5.21178236910664e-06,healthy_stool_500_1
Campylobacter upsaliensis,5.45609374862161e-05,healthy_stool_500_10
Campylobacter upsaliensis,0.000617491907422723,healthy_stool_500_50
Campylobacter upsaliensis,0.002,healthy_stool_500_100
Fusobacterium varium,5.19920693082459e-06,healthy_stool_500_1
Fusobacterium varium,5.44292881475875e-05,healthy_stool_500_10
Fusobacterium varium,0.000616001969658343,healthy_stool_500_50
Fusobacterium varium,0.002,healthy_stool_500_100
Christensenella hongkongensis,5.13890022547723e-06,healthy_stool_500_1
Christensenella hongkongensis,5.37979512752037e-05,healthy_stool_500_10
Christensenella hongkongensis,0.000608856831991801,healthy_stool_500_50
Christensenella hongkongensis,0.002,healthy_stool_500_100
Pradoshia eiseniae,5.04436838457633e-06,healthy_stool_500_1
Pradoshia eiseniae,5.28083194186581e-05,healthy_stool_500_10
Pradoshia eiseniae,0.000597656700709251,healthy_stool_500_50
Pradoshia eiseniae,0.002,healthy_stool_500_100
Gemella haemolysans,5.03548248016909e-06,healthy_stool_500_1
Gemella haemolysans,5.27152949520676e-05,healthy_stool_500_10
Gemella haemolysans,0.000596603898870454,healthy_stool_500_50
Gemella haemolysans,0.002,healthy_stool_500_100
Limosilactobacillus ingluviei,4.98376252783372e-06,healthy_stool_500_1
Limosilactobacillus ingluviei,5.21738507998928e-05,healthy_stool_500_10
Limosilactobacillus ingluviei,0.000590476119589284,healthy_stool_500_50
Limosilactobacillus ingluviei,0.002,healthy_stool_500_100
Lactiplantibacillus pentosus,4.95699401779895e-06,healthy_stool_500_1
Lactiplantibacillus pentosus,5.18936174940542e-05,healthy_stool_500_10
Lactiplantibacillus pentosus,0.000587304586867923,healthy_stool_500_50
Lactiplantibacillus pentosus,0.002,healthy_stool_500_100
Fusobacterium nucleatum,4.94655695800891e-06,healthy_stool_500_1
Fusobacterium nucleatum,5.17843543425229e-05,healthy_stool_500_10
Fusobacterium nucleatum,0.000586068004159513,healthy_stool_500_50
Fusobacterium nucleatum,0.002,healthy_stool_500_100
Succinatimonas hippei,4.90701357542859e-06,healthy_stool_500_1
Succinatimonas hippei,5.13703838671347e-05,healthy_stool_500_10
Succinatimonas hippei,0.000581382904704821,healthy_stool_500_50
Succinatimonas hippei,0.002,healthy_stool_500_100
Ligilactobacillus agilis,4.66573135563264e-06,healthy_stool_500_1
Ligilactobacillus agilis,4.8844456424566e-05,healthy_stool_500_10
Ligilactobacillus agilis,0.000552795790436171,healthy_stool_500_50
Ligilactobacillus agilis,0.002,healthy_stool_500_100
Bifidobacterium scardovii,4.63950574998186e-06,healthy_stool_500_1
Bifidobacterium scardovii,4.85699066584568e-05,healthy_stool_500_10
Bifidobacterium scardovii,0.000549688581019176,healthy_stool_500_50
Bifidobacterium scardovii,0.002,healthy_stool_500_100
Corynebacterium simulans,4.59515378571482e-06,healthy_stool_500_1
Corynebacterium simulans,4.81055962597516e-05,healthy_stool_500_10
Corynebacterium simulans,0.000544433760868677,healthy_stool_500_50
Corynebacterium simulans,0.002,healthy_stool_500_100
Slackia exigua,4.56961512030501e-06,healthy_stool_500_1
Slackia exigua,4.78382379112592e-05,healthy_stool_500_10
Slackia exigua,0.000541407940122513,healthy_stool_500_50
Slackia exigua,0.002,healthy_stool_500_100
Limosilactobacillus oris,4.53253142697457e-06,healthy_stool_500_1
Limosilactobacillus oris,4.74500173505631e-05,healthy_stool_500_10
Limosilactobacillus oris,0.000537014264618211,healthy_stool_500_50
Limosilactobacillus oris,0.002,healthy_stool_500_100
Methanosphaera cuniculi,4.50635014004901e-06,healthy_stool_500_1
Methanosphaera cuniculi,4.71759315468808e-05,healthy_stool_500_10
Methanosphaera cuniculi,0.000533912306083205,healthy_stool_500_50
Methanosphaera cuniculi,0.002,healthy_stool_500_100
Haemophilus sputorum,4.33946798022136e-06,healthy_stool_500_1
Haemophilus sputorum,4.54288810284453e-05,healthy_stool_500_10
Haemophilus sputorum,0.0005141401099536,healthy_stool_500_50
Haemophilus sputorum,0.002,healthy_stool_500_100
Bifidobacterium merycicum,4.29414100399943e-06,healthy_stool_500_1
Bifidobacterium merycicum,4.49543634563487e-05,healthy_stool_500_10
Bifidobacterium merycicum,0.000508769770399344,healthy_stool_500_50
Bifidobacterium merycicum,0.002,healthy_stool_500_100
Pseudoflavonifractor capillosus,4.09003111498436e-06,healthy_stool_500_1
Pseudoflavonifractor capillosus,4.28175844993298e-05,healthy_stool_500_10
Pseudoflavonifractor capillosus,0.000484586833398972,healthy_stool_500_50
Pseudoflavonifractor capillosus,0.002,healthy_stool_500_100
Eubacterium limosum,3.99575410675349e-06,healthy_stool_500_1
Eubacterium limosum,4.18306204267387e-05,healthy_stool_500_10
Eubacterium limosum,0.000473416894687858,healthy_stool_500_50
Eubacterium limosum,0.002,healthy_stool_500_100
Brevibacterium ravenspurgense,3.8228335206142e-06,healthy_stool_500_1
Brevibacterium ravenspurgense,4.00203550276401e-05,healthy_stool_500_10
Brevibacterium ravenspurgense,0.00045292926588725,healthy_stool_500_50
Brevibacterium ravenspurgense,0.002,healthy_stool_500_100
Campylobacter concisus,3.79316213407733e-06,healthy_stool_500_1
Campylobacter concisus,3.97097321828406e-05,healthy_stool_500_10
Campylobacter concisus,0.000449413800395611,healthy_stool_500_50
Campylobacter concisus,0.002,healthy_stool_500_100
Butyricicoccus porcorum,3.77803836909494e-06,healthy_stool_500_1
Butyricicoccus porcorum,3.95514050046661e-05,healthy_stool_500_10
Butyricicoccus porcorum,0.000447621936916862,healthy_stool_500_50
Butyricicoccus porcorum,0.002,healthy_stool_500_100
Kluyvera ascorbata,3.76658197862476e-06,healthy_stool_500_1
Kluyvera ascorbata,3.94314707173163e-05,healthy_stool_500_10
Kluyvera ascorbata,0.000446264583922704,healthy_stool_500_50
Kluyvera ascorbata,0.002,healthy_stool_500_100
Gemella morbillorum,3.71179295456769e-06,healthy_stool_500_1
Gemella morbillorum,3.88578971670797e-05,healthy_stool_500_10
Gemella morbillorum,0.000439773181063794,healthy_stool_500_50
Gemella morbillorum,0.002,healthy_stool_500_100
Aggregatibacter segnis,3.63481132885514e-06,healthy_stool_500_1
Aggregatibacter segnis,3.80519944315805e-05,healthy_stool_500_10
Aggregatibacter segnis,0.00043065239904889,healthy_stool_500_50
Aggregatibacter segnis,0.002,healthy_stool_500_100
Rothia dentocariosa,3.61586507382225e-06,healthy_stool_500_1
Rothia dentocariosa,3.78536504940871e-05,healthy_stool_500_10
Rothia dentocariosa,0.000428407646998589,healthy_stool_500_50
Rothia dentocariosa,0.002,healthy_stool_500_100
Lapidilactobacillus dextrinicus,3.52713898592558e-06,healthy_stool_500_1
Lapidilactobacillus dextrinicus,3.69247977154634e-05,healthy_stool_500_10
Lapidilactobacillus dextrinicus,0.000417895381256598,healthy_stool_500_50
Lapidilactobacillus dextrinicus,0.002,healthy_stool_500_100
Actinotignum timonense,3.379934340097e-06,healthy_stool_500_1
Actinotignum timonense,3.53837465145648e-05,healthy_stool_500_10
Actinotignum timonense,0.000400454576730111,healthy_stool_500_50
Actinotignum timonense,0.002,healthy_stool_500_100
Limosilactobacillus vaginalis,3.33314484594269e-06,healthy_stool_500_1
Limosilactobacillus vaginalis,3.4893918182381e-05,healthy_stool_500_10
Limosilactobacillus vaginalis,0.000394910958070218,healthy_stool_500_50
Limosilactobacillus vaginalis,0.002,healthy_stool_500_100
Veillonella tobetsuensis,3.32438081802982e-06,healthy_stool_500_1
Veillonella tobetsuensis,3.48021696124645e-05,healthy_stool_500_10
Veillonella tobetsuensis,0.000393872596156892,healthy_stool_500_50
Veillonella tobetsuensis,0.002,healthy_stool_500_100
Leclercia adecarboxylata,3.29961773031141e-06,healthy_stool_500_1
Leclercia adecarboxylata,3.45429306064425e-05,healthy_stool_500_10
Leclercia adecarboxylata,0.000390938665845534,healthy_stool_500_50
Leclercia adecarboxylata,0.002,healthy_stool_500_100
Corynebacterium afermentans,3.27916463862094e-06,healthy_stool_500_1
Corynebacterium afermentans,3.4328811946435e-05,healthy_stool_500_10
Corynebacterium afermentans,0.000388515383807607,healthy_stool_500_50
Corynebacterium afermentans,0.002,healthy_stool_500_100
Cronobacter sakazakii,3.25650669035062e-06,healthy_stool_500_1
Cronobacter sakazakii,3.409161115569e-05,healthy_stool_500_10
Cronobacter sakazakii,0.000385830870390727,healthy_stool_500_50
Cronobacter sakazakii,0.002,healthy_stool_500_100
Prevotella melaninogenica,3.23908943133793e-06,healthy_stool_500_1
Prevotella melaninogenica,3.39092739219242e-05,healthy_stool_500_10
Prevotella melaninogenica,0.000383767273769048,healthy_stool_500_50
Prevotella melaninogenica,0.002,healthy_stool_500_100
Aeromonas caviae,3.16129898889006e-06,healthy_stool_500_1
Aeromonas caviae,3.30949038721343e-05,healthy_stool_500_10
Aeromonas caviae,0.000374550663157844,healthy_stool_500_50
Aeromonas caviae,0.002,healthy_stool_500_100
Bacteroides oleiciplenus,3.10624405248165e-06,healthy_stool_500_1
Bacteroides oleiciplenus,3.25185465473364e-05,healthy_stool_500_10
Bacteroides oleiciplenus,0.000368027755007,healthy_stool_500_50
Bacteroides oleiciplenus,0.002,healthy_stool_500_100
Citrobacter europaeus,3.09238337116811e-06,healthy_stool_500_1
Citrobacter europaeus,3.23734422983281e-05,healthy_stool_500_10
Citrobacter europaeus,0.000366385541664938,healthy_stool_500_50
Citrobacter europaeus,0.002,healthy_stool_500_100
Veillonella rogosae,3.07150925158803e-06,healthy_stool_500_1
Veillonella rogosae,3.21549159952653e-05,healthy_stool_500_10
Veillonella rogosae,0.000363912376248115,healthy_stool_500_50
Veillonella rogosae,0.002,healthy_stool_500_100
Bacteroides faecichinchillae,2.99862710795861e-06,healthy_stool_500_1
Bacteroides faecichinchillae,3.13919297842529e-05,healthy_stool_500_10
Bacteroides faecichinchillae,0.000355277300817194,healthy_stool_500_50
Bacteroides faecichinchillae,0.002,healthy_stool_500_100
Porphyromonas gingivalis,2.98130956607768e-06,healthy_stool_500_1
Porphyromonas gingivalis,3.12106364659476e-05,healthy_stool_500_10
Porphyromonas gingivalis,0.00035322551867999,healthy_stool_500_50
Porphyromonas gingivalis,0.002,healthy_stool_500_100
Aeromonas veronii,2.94963275722446e-06,healthy_stool_500_1
Aeromonas veronii,3.08790193213315e-05,healthy_stool_500_10
Aeromonas veronii,0.000349472450778347,healthy_stool_500_50
Aeromonas veronii,0.002,healthy_stool_500_100
Leuconostoc lactis,2.83564499595061e-06,healthy_stool_500_1
Leuconostoc lactis,2.96857079593833e-05,healthy_stool_500_10
Leuconostoc lactis,0.000335967182302622,healthy_stool_500_50
Leuconostoc lactis,0.002,healthy_stool_500_100
Clostridium neonatale,2.7894316452242e-06,healthy_stool_500_1
Clostridium neonatale,2.9201911138749e-05,healthy_stool_500_10
Clostridium neonatale,0.000330491825108585,healthy_stool_500_50
Clostridium neonatale,0.002,healthy_stool_500_100
Mobiluncus curtisii,2.78320486433035e-06,healthy_stool_500_1
Mobiluncus curtisii,2.91367244177716e-05,healthy_stool_500_10
Mobiluncus curtisii,0.000329754076189129,healthy_stool_500_50
Mobiluncus curtisii,0.002,healthy_stool_500_100
Neisseria flavescens,2.74578878056074e-06,healthy_stool_500_1
Neisseria flavescens,2.87450241388739e-05,healthy_stool_500_10
Neisseria flavescens,0.00032532101906991,healthy_stool_500_50
Neisseria flavescens,0.002,healthy_stool_500_100
Enterococcus cecorum,2.74510184031978e-06,healthy_stool_500_1
Enterococcus cecorum,2.87378327212573e-05,healthy_stool_500_10
Enterococcus cecorum,0.000325239630399081,healthy_stool_500_50
Enterococcus cecorum,0.002,healthy_stool_500_100
Denitrobacterium detoxificans,2.68264567679911e-06,healthy_stool_500_1
Denitrobacterium detoxificans,2.80839936711696e-05,healthy_stool_500_10
Denitrobacterium detoxificans,0.000317839824956073,healthy_stool_500_50
Denitrobacterium detoxificans,0.002,healthy_stool_500_100
Citrobacter werkmanii,2.60887715866523e-06,healthy_stool_500_1
Citrobacter werkmanii,2.73117282116195e-05,healthy_stool_500_10
Citrobacter werkmanii,0.000309099731885371,healthy_stool_500_50
Citrobacter werkmanii,0.002,healthy_stool_500_100
Scardovia wiggsiae,2.59545966460393e-06,healthy_stool_500_1
Scardovia wiggsiae,2.717126358688e-05,healthy_stool_500_10
Scardovia wiggsiae,0.000307510027363199,healthy_stool_500_50
Scardovia wiggsiae,0.002,healthy_stool_500_100
Ralstonia pickettii,2.54026069233854e-06,healthy_stool_500_1
Ralstonia pickettii,2.65933983841948e-05,healthy_stool_500_10
Ralstonia pickettii,0.000300970053845892,healthy_stool_500_50
Ralstonia pickettii,0.002,healthy_stool_500_100
Escherichia albertii,2.48883989139842e-06,healthy_stool_500_1
Escherichia albertii,2.60550859784014e-05,healthy_stool_500_10
Escherichia albertii,0.000294877718018146,healthy_stool_500_50
Escherichia albertii,0.002,healthy_stool_500_100
Sharpea azabuensis,2.4627250825607e-06,healthy_stool_500_1
Sharpea azabuensis,2.57816961183594e-05,healthy_stool_500_10
Sharpea azabuensis,0.000291783635806124,healthy_stool_500_50
Sharpea azabuensis,0.002,healthy_stool_500_100
Pseudolactococcus piscium,2.33300417383264e-06,healthy_stool_500_1
Pseudolactococcus piscium,2.4423678094867e-05,healthy_stool_500_10
Pseudolactococcus piscium,0.000276414304224301,healthy_stool_500_50
Pseudolactococcus piscium,0.002,healthy_stool_500_100
Aeromonas media,2.30507229726077e-06,healthy_stool_500_1
Aeromonas media,2.41312657753227e-05,healthy_stool_500_10
Aeromonas media,0.000273104935850729,healthy_stool_500_50
Aeromonas media,0.002,healthy_stool_500_100
Fretibacterium fastidiosum,2.27948931312573e-06,healthy_stool_500_1
Fretibacterium fastidiosum,2.38634434644034e-05,healthy_stool_500_10
Fretibacterium fastidiosum,0.000270073864222576,healthy_stool_500_50
Fretibacterium fastidiosum,0.002,healthy_stool_500_100
Lactonifactor longoviformis,2.23989053213887e-06,healthy_stool_500_1
Lactonifactor longoviformis,2.34488930359816e-05,healthy_stool_500_10
Lactonifactor longoviformis,0.000265382201165398,healthy_stool_500_50
Lactonifactor longoviformis,0.002,healthy_stool_500_100
Acinetobacter lwoffii,2.19405389057687e-06,healthy_stool_500_1
Acinetobacter lwoffii,2.29690398959758e-05,healthy_stool_500_10
Acinetobacter lwoffii,0.000259951476468268,healthy_stool_500_50
Acinetobacter lwoffii,0.002,healthy_stool_500_100
Prevotella histicola,2.15478750002919e-06,healthy_stool_500_1
Prevotella histicola,2.25579691857557e-05,healthy_stool_500_10
Prevotella histicola,0.000255299195026008,healthy_stool_500_50
Prevotella histicola,0.002,healthy_stool_500_100
Aerococcus urinae,2.12151521706793e-06,healthy_stool_500_1
Aerococcus urinae,2.22096493937718e-05,healthy_stool_500_10
Aerococcus urinae,0.000251357095372761,healthy_stool_500_50
Aerococcus urinae,0.002,healthy_stool_500_100
Pseudoglutamicibacter cumminsii,2.11118895409095e-06,healthy_stool_500_1
Pseudoglutamicibacter cumminsii,2.21015461483076e-05,healthy_stool_500_10
Pseudoglutamicibacter cumminsii,0.000250133639869322,healthy_stool_500_50
Pseudoglutamicibacter cumminsii,0.002,healthy_stool_500_100
Facklamia hominis,2.08141785042232e-06,healthy_stool_500_1
Facklamia hominis,2.17898793880476e-05,healthy_stool_500_10
Facklamia hominis,0.000246606359893207,healthy_stool_500_50
Facklamia hominis,0.002,healthy_stool_500_100
Raoultella planticola,2.04409040410315e-06,healthy_stool_500_1
Raoultella planticola,2.13991070340037e-05,healthy_stool_500_10
Raoultella planticola,0.000242183804537966,healthy_stool_500_50
Raoultella planticola,0.002,healthy_stool_500_100
Corynebacterium minutissimum,2.03788578257191e-06,healthy_stool_500_1
Corynebacterium minutissimum,2.13341522942397e-05,healthy_stool_500_10
Corynebacterium minutissimum,0.000241448681059505,healthy_stool_500_50
Corynebacterium minutissimum,0.002,healthy_stool_500_100
Saccharomyces cerevisiae,1.97657082622574e-06,healthy_stool_500_1
Saccharomyces cerevisiae,2.06922602766444e-05,healthy_stool_500_10
Saccharomyces cerevisiae,0.000234184085827714,healthy_stool_500_50
Saccharomyces cerevisiae,0.002,healthy_stool_500_100
Winkia neuii,1.96254394969262e-06,healthy_stool_500_1
Winkia neuii,2.05454161685353e-05,healthy_stool_500_10
Winkia neuii,0.000232522181678193,healthy_stool_500_50
Winkia neuii,0.002,healthy_stool_500_100
Lancefieldella parvula,1.95666063891925e-06,healthy_stool_500_1
Lancefieldella parvula,2.04838251563663e-05,healthy_stool_500_10
Lancefieldella parvula,0.000231825127094153,healthy_stool_500_50
Lancefieldella parvula,0.002,healthy_stool_500_100
Corynebacterium argentoratense,1.95200717277082e-06,healthy_stool_500_1
Corynebacterium argentoratense,2.04351091015434e-05,healthy_stool_500_10
Corynebacterium argentoratense,0.000231273784485307,healthy_stool_500_50
Corynebacterium argentoratense,0.002,healthy_stool_500_100
Leuconostoc carnosum,1.9454590811191e-06,healthy_stool_500_1
Leuconostoc carnosum,2.03665586529711e-05,healthy_stool_500_10
Leuconostoc carnosum,0.000230497966671431,healthy_stool_500_50
Leuconostoc carnosum,0.002,healthy_stool_500_100
Hallella multisaccharivorax,1.91181008899346e-06,healthy_stool_500_1
Hallella multisaccharivorax,2.00142951803587e-05,healthy_stool_500_10
Hallella multisaccharivorax,0.000226511234521278,healthy_stool_500_50
Hallella multisaccharivorax,0.002,healthy_stool_500_100
Microvirgula aerodenitrificans,1.90061961087462e-06,healthy_stool_500_1
Microvirgula aerodenitrificans,1.98971446675702e-05,healthy_stool_500_10
